PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;TITULARIDAD;"JORNADA
(días de apertura)";HORARIO USO EDUCATIVO;USOS EXTRAESCOLARES CENTRO;OTROS USOS ;CATEGORÍA PATIO;Nº PATIOS;ACCESIBILIDAD2;"ACCESO DIRECTO
 DESDE LA CALLE";OTROS ACCESOS;ASEOS ACCESIBLES DESDE PATIO;SOMBRA;MOBILIARIO;"SERVICIOS
Alumbrado, fuentes";SUPERFICIE  PATIO (m²);ESTADO DE CONSERVACIÓN DEL PATIO ;PROXIMIDAD ZONAS VERDES;PROXIMIDAD EQUIPAMIENTOS;OBSERVACIONES
5141;Colegio Público Doctor Tolosa Latour;;;Comedor - Horario ampliado - Planes de mejora;BUS: 54 , 144;"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bceca3f5ca71c010VgnVCM1000000b205a0aRCRD;ASTURIANOS;CALLE;V;4;;;;;MADRID;MADRID;28018;PALOMERAS SURESTE;PUENTE DE VALLECAS;445505;4470356;4.038.200.381.255.460;-3.642.005.680.937.440;91 778 47 94;917 777 679;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:30;-;I;4;SI (solo 1 patio);SI;-;SÍ, en dos patios;SI (12x7, 7x19, 12x7);Porterías, canastas;Alumbrado, fuentes;3150,08;Deteriorado (solera y gradas necesitan arreglo);Parque Lineal de Palomeras (90m), Parque de La Paloma (250m);Biblioteca Miguel hernandez (300m);
6024;Colegio Público Eduardo Rojo;;;"Comedor - Horario ampliado - Integración preferente (Trastornos generales del desarrollo) - Enseñanza biling&amp;uuml;e";BUS: 57, 103, 111, 144, 310;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6c4ae10c471c010VgnVCM1000000b205a0aRCRD;EDUARDO ROJO;CALLE;V;5;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;443745;4470970;4.038.742.706.684.710;-36.628.050.333.334.000;914 774 560;914 784 525;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-15:00;-;-;II;1;SI;SI (c/ Eduardo Rojo);-;SÍ;SI;Porterías, canastas, columpios, bancos, zona de tierra;-;2483,987;Bueno;Parque del Payaso Fofó (300m), Parque Amós Acero (350m);CDM Vallecas (750m);
5144;Colegio Público EEUU - Huarte de San Juan;;;Comedor - Transporte - Planes de mejora- Horario ampliado;BUS: 41 , 75;"ENSEÑANZA: Educación Infantil - Primaria Enseñanza bling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=020da3f5ca71c010VgnVCM1000000b205a0aRCRD;COMANDANTE FORTEA;PASEO;V;71;;;;;MADRID;MADRID;28008;CASA DE CAMPO;MONCLOA-ARAVACA;437765;4475600;4.042.870.179.468.230;-3.733.708.557.423.030;915 418 978 - 915 420 841;915 594 699;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes;9:00-16:00;Actividades extraescolares 16:00-20:00;;II;3;SI;SI (patio exterior);-;SI;SI;Porterías, canastas;-;739,92;;Bueno;Río Manzanares (140m), Casa de Campo (750m);Centro Cultural Agustín Díaz (190m), CDM Jose Mª Cagigal (550m)
42014;Colegio Público El Espinillo;;;Comedor;BUS: 22 , 59 , 85 , 79 , 123;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d77598d1351c010VgnVCM1000000b205a0aRCRD;UNANIMIDAD;CALLE;V;1;;;;;MADRID;MADRID;28041;LOS ROSALES;VILLAVERDE;441135;4468120;4.036.157.241.219.840;-36.932.788.501.569.500;917 237 434 - 913 182 512;917 237 434;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares, Centro de Día Cruz Roja 16:00-20:00;-;III;3;NO (escalones);SI (c/ Unanimidad y c/ Círculo);-;SI;NO;Porterías, canastas;Alumbrado;3970,37;Mejorable (suelos deteriorados);;;
176810;Colegio Público El Greco;;;Comedor - Horario ampliado.;RENFE: Villaverde Bajo BUS: SE Los Rosales , 85 , 123;ENSEÑANZA: Segundo ciclo de Infantil - Educación Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9f34b6faa61c010VgnVCM1000000b205a0aRCRD;ESTEFANITA;CALLE;NUM;7;;;;;MADRID;MADRID;28021;BUTARQUE;VILLAVERDE;442785;4466530;40.345.482.201.202.300;-3.674.981.279.643.450;917 100 008 - 917 973 463;917 983 281;cp.elgreco.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-18:30;-;III;3;SI (patio delantero);SI;-;NO;NO;Porterías, canastas;NO ;5708,12;Mejorable (grietas en suelo);;;
5220;Colegio Público El Madroño;;;Comedor -  Horario ampliado - Planes de mejora;BUS: 63 , 141 , 143 , E;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=571da3f5ca71c010VgnVCM1000000b205a0aRCRD;LAS MARISMAS;CALLE;NUM;14;;;;;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;444572;4472813;40.402.204.300.135.400;-3.654.488.722.948.690;915 014 668;915 013 612;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares y alfabetización de adultos 16:00-17:15;Asociación de Vecinos 17:30-19:30 Lunes, Miércoles y Jueves ;I;3;SI (faltan rampas para accesibilidad total en todo el patio);SI (c/ Marismas);-;SÍ;Un patio completamente cubierto;Ajedrez, columpio, canastas, porterías;-;2066,1088;Algo deteriorado (grietas desde febrero 2021);Parque Cerro del Tío Pío (300m);-;
5339;Colegio Público El Quijote;;;Comedor - Transporte -  Horario ampliado - Planes de mejora - Convenio con British Council;METRO: Congosto BUS: 54 , 142;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac2da3f5ca71c010VgnVCM1000000b205a0aRCRD;FUENTIDUEÑA;CALLE;S/N;4;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447045;4469557;40.374.905.112.512.400;-36.238.093.612.915.100;913 800 214;913 800 246;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;;-;I;1;SI;SI (c/ Puerto de Porzuna);-;SI;Porche (en zona infantil), arbolado;Porterías, canastas, juegos;Alumbrado;3021,29 +  2059,80;Aceptable;Parque Navamures (230m);CDM Miguel Guillen (120m), Espacio Almudena Grandes (260m), Biblioteca Gerardo Diego (500m);
64474;Colegio Público El Sol;;;Comedor - Transporte - Horario Ampliado - Integración preferente: Audtitivos- Planes de mejora;BUS: 48 , 109 , 140;Enseñanzas   Segundo ciclo de Educación Infantil Educación Primaria  Educación especial:  Educación infantil  Educación Básica Obligatoria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e667598d1351c010VgnVCM1000000b205a0aRCRD;CANILLEJAS A VICALVARO;AVENIDA;NUM;82;;;;;MADRID;MADRID;28022;ARCOS;SAN BLAS-CANILLEJAS;448112;4474999;40.423.997.382.335.500;-3.611.684.586.484.880;91 777 76 79  (Colegio Público) / 913 060 345 / 913 060 347 (Educación Especial);913 060 347;cp.elsol.madrid@educa.madrid.org (Educación Especial);/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;Actividades deportivas 17:00-20:30;II;3;SI;SI;;SI;Soportales y techados, arbolado;Porterías, canastas;Alumbrado débil;743,18;Bueno (recién arreglado);;;Colegio de educación especial. 
5145;Colegio Público Emilia Pardo Bazán;;;Comedor - Planes de mejora;METRO: Embajadores BUS: 27, 34, 36, 41, 60, 119, 148, C1, C2 RENFE: Embajadores;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e -";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f14da3f5ca71c010VgnVCM1000000b205a0aRCRD;VENTORRILLO;CALLE;V;14;;;;;MADRID;MADRID;28005;EMBAJADORES;CENTRO;440135;4473146;4.040.677.803.487.060;-3.705.527.696.367.560;915 306 059;915 275 184;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-18:00;-;I;2;SI;SI (c/ Casino);Acceso principal del centro;SÍ;Toldo (destruido);Canastas;Alumbrado;360,15;Regular;Parque Casino de la Reina (6m);Espacio Tabacalera (230m), Centro Cultural La Corrala (550m);Frente a un parque muy amplio. 
5148;Colegio Público Ermita del Santo;;;Comedor - Horario ampliado - Planes de mejora;BUS: 25 , 138;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c6da3f5ca71c010VgnVCM1000000b205a0aRCRD;ERMITA DEL SANTO;PASEO;V;18;;;;;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;438623;4473619;4.041.091.984.789.510;-37.234.030.687.601.200;914 642 590;914 642 590;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Ludoteca 16:00-17:30;-;III;5;NO;SI;-;NO;SI;Porterías, juegos;Alumbrado;1977,37;-;;;
5149;Colegio Público Escuelas Aguirre;;;Comedor - Horario ampliado - Integración (preferentemente auditivos);BUS: 20 , 26 , 63 , 69 , 152;"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e18da3f5ca71c010VgnVCM1000000b205a0aRCRD;PIO BAROJA;CALLE;V;4;;;;;MADRID;MADRID;28009;NIÑO JESUS;RETIRO;442787;4473989;4.041.454.970.248.990;-3.674.350.860.475.640;915 741 864;915 044 683;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-16:00;Actividades extraescolares 16:00-18:00;Actividades deportivas 18:00-20:00, Torneos deportivos fin de semana;II;2;SI;SI;-;SI;2 porches en primaria (444m²);Canastas, porterías, bancos, columpios;Alumbrado, 2 fuentes;3836,4691;Bueno (reformas recientes);Parque del Retiro (400m);Centro Deportivo SMP (300m), Biblioteca Popular Jardines de Herrero Palacios (450m), Biblioteca Popular del Ayuntamiento (650m);
5150;Colegio Público Escuelas Bosque;;;Comedor - Transporte - Integración (preferentemente motóricos) - Horario ampliado - Planes de mejora;METRO: Francos Rodríguez BUS: 44 , 64 , 126 , 127 , 128 , 132;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=379da3f5ca71c010VgnVCM1000000b205a0aRCRD;SANTO ANGEL DE LA GUARDA;AVENIDA;V;4;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439697;4479154;4.045.898.733.981.370;-3.712.536.881.730.320;91 450 50 60- 91 459 05 57;91 459 05 57;cp.escuelasbosque.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes;9:00-16:00;Actividades extraescolares 16:00-17:30;Asociación deportiva 18:00-19:00;I;2;SI;SI;-;SI;SI;Porterías, canastas, bancos, columpios;Alumbrado, fuentes;4507,08;;Bueno;Dehesa de la Villa (450m), Parque Rodriguez Sahagún (650m);CDM Fernando Martín (220m), Centro Cultural Juan Gris (260m), Biblioteca Manuel Vázquez Montalban (450m)
5245;Colegio Público Esperanza;;;Comedor - Horario ampliado - Planes de mejora;METRO: Esperanza BUS: 73 , 120 , 122;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cada3f5ca71c010VgnVCM1000000b205a0aRCRD;ANDORRA;CALLE;V;12;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;445250;4479176;4.046.144.263.379.950;-36.457.808.079.102.300;913 003 012;913 003 012;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;7:30-17:30;Actividades extraescolares 16:00-18:00;-;III;2;NO (escaleras de acceso);SI (c/ Andorra y c/ Gomeznarro);-;NO;NO;Porterías, canastas ;NO;1382,62;Aceptable;;;
5152;Colegio Público Eugenio María de Hostos;;;Comedor - Horario ampliado - Planes de mejora;METRO: Antonio Machado BUS: 42 , 127 , 132;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27dda3f5ca71c010VgnVCM1000000b205a0aRCRD;VALDEVARNES;CALLE;V;26;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439152;4480079;40.469.162.084.516.500;-37.177.757.178.062.800;913 736 366;913 866 937;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes;9:00-16:00;Actividades extraescolares 16:00-17:00;;II;2;SI (una entrada);SI;-;SI;Porche pequeño;Porterías, canastas, bancos, columpios;Alumbrado;3510,71;;Bueno;Parque Luisa Carnés (270m);Centro Cultural Julio Cortázar (350m), CDM Ciudad de los Poetas (450m)
5155;Colegio Público Felipe II;;;Comedor - Planes de mejora;METRO: Ventilla BUS: 42 , 147;ENSEÑANZA: Educación Infantil - Primaria;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c10ea3f5ca71c010VgnVCM1000000b205a0aRCRD;ASTURIAS;AVENIDA;V;70;;;;;MADRID;MADRID;28029;ALMENARA;TETUAN;440718;4480483;4.047.290.570.166.500;-3.699.341.838.889.910;913 157 353;917 339 393;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00 ;Actividades extraescolares 16:00-17:00;Federacion Madrileña de Pingpong 17:00-22:00;II;2;si;SI (Via Limite, Av. de Asturias)  ;-;SI (en gimnasio);Porche, arbolado;Porterías, canastas, columpios;NO;6394,34;Mejorable (pistas muy deterioradas);Parque de la Ventilla ( 0m );Polideportivo Antonio Díaz Miguel (450m), Centro cultural Eduardo Úrculo (550m), Biblioteca María Zambrano (550m),  Casa de la Juventud (650m);Colegio colindante con espacio verde público (Parque de la Ventilla).  Varias instalaciones fuera del centro escolar (gimnasio) 
5156;Colegio Público Fernández de Moratín;;;Comedor - Horario ampliado - Comedor - Planes de mejora;BUS: 46 , 75;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=171ea3f5ca71c010VgnVCM1000000b205a0aRCRD;VALLADOLID;AVENIDA;NUM;2;;;;;MADRID;MADRID;28008;CASA DE CAMPO;MONCLOA-ARAVACA;438305;4475377;4.042.673.321.856.830;-37.273.094.844.478.600;915 479 787 - 915 596 791;915 596 791;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-16:00;Actividades extraescolares 16:00-17:00;Uso de pistas deportivas 16:00-18:15, grupo Huerteamos Viernes 17:00-19:00;I;3;SI;SI (Av. De Valladolid);-;SI;Arbolado;Porterías, canastas, bancos, grada;-;3070,76;;Bueno (recién reformado);Parque de la Bombilla (0m), Río Manzanares (150m);IDM San Antonio de la Florida (94m), Centro Cultural Agustín Días (700m)
5158;Colegio Público Fernando el Católico;;;Comedor - Horario ampliado - Planes de mejora;METRO: Quevedo BUS: 16 , 61 , 149;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c2ea3f5ca71c010VgnVCM1000000b205a0aRCRD;FERNANDO EL CATOLICO;CALLE;V;16;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;439802;4476182;40.434.103.689.530.400;-37.097.392.943.348.200;914 442 902;914 469 251;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades deportivas y servicios sociales 16:00-20:00;-;III;2;SI;SI (un patio en uso hasta 20:00);-;NO;NO;Porterías, canastas, bancos;Alumbrado ;262,4;Aceptable;Parque Jose Luis Sampedro (120m), Jardines Concejal Alejandro Muñoz (250m);Centro Cultural Galileo (90m), Biblioteca Dionisio Segura (600m), CDM Vallehermoso (900m);patios disgregados, uno de ellos con acceso a calle 
5159;Colegio Público Filósofo Séneca;;;Comedor - Horario ampliado - Planes de mejora;METRO: Parque de Santa María BUS: 9 , 107;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b14ea3f5ca71c010VgnVCM1000000b205a0aRCRD;SANTA ADELA;CALLE;V;21;;;;;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;444885;4481058;40.478.381.551.999.200;-36.502.374.703.975.100;917 638 145;913 817 216;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;Entrenamientos fútbol Asociación Alacrán 17:00-18:15;III;2;SI (pero barreras en los patios);SI (c/ Sta Adela);c/ Abizanda;NO;SI (15x4m);Porterías, canastas, juegos;Alumbrado, fuentes;3191,31;Bueno;;Polideportivo Municipal Hortaleza;
5160;Colegio Público Fontarrón;;;Comedor - Transporte - Integración (preferentemente motóricos) - Horario ampliado - Planes de mejora;BUS: 8 , 20 , 30 , 45 , 63 , 71 , 100 , 143 , E;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=075ea3f5ca71c010VgnVCM1000000b205a0aRCRD;ARROYO FONTARRON;CALLE;V;24;;;;;MADRID;MADRID;28030;PAVONES;MORATALAZ;446341;4472013;4.039.511.351.284.600;-36.335.755.702.199.600;917 720 378;913 050 045;cp.fontarron.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:30-16:30;Actividades extraescolares 16:30-17:30;Centro de Día Cruz Roja 16:30-20:30;I;3;SI;SI (c/ Arroyo Fontarron);-;SI;Porches;Porterías, canastas, bancos, mesas, juegos;Alumbrado;4042,19;Bueno;Área Infantil Fontarrón (100m);Polideportivo Moratalaz (500m), Centro Sociocultural Moratalaz (700m);
5161;Colegio Público Francisco Arranz;;;Transporte - Comedor - Horario ampliado - Planes de mejora;BUS: 34;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c6ea3f5ca71c010VgnVCM1000000b205a0aRCRD;SONDICA;CALLE;V;2;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;435262;4469652;4.037.492.895.164.080;-3.762.609.414.778.230;917 066 882;917 066 882;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;COMUNIDAD;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:30;-;II;1;SI;SI (c/ Muntadas);Principal del centro;SI;NO;Porterías, canastas, arenero, bancos;NO;2689,44;Mejorable (pistas sin asfaltar);;;Entrada con escaleras.
5162;Colegio Público Francisco de Goya;;;Comedor - Horario ampliado - Planes de mejora;METRO: Puerta del Angel BUS: 31 , 33 , 36 , 39 , 65 , 138;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a18ea3f5ca71c010VgnVCM1000000b205a0aRCRD;ANTILLON;CALLE;NUM;23;;;;;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;438250;4473651;40.411.189.612.846.100;-3.727.790.340.862.760;914 637 472;914 633 270;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-19:00;-;III;2;NO;SI;-;SI;2 Techados;Canastas;Alumbrado;462,83;-;;;
5163;Colegio Público Francisco de Luis;;;Comedor - Horario ampliado - Planes de mejora;METRO: Estrella BUS: 8 , 20 , 30 , 32 , 113;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f69ea3f5ca71c010VgnVCM1000000b205a0aRCRD;CORREGIDOR RODRIGO RODRIGUEZ;CALLE;V;5;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;443975;4473345;4.040.883.801.642.810;-3.660.292.565.776.490;914 394 600;913 284 275;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;-;-;I;3;SI;SI (c/ Corregidor Rodrigo Rodríguez);c/ Corregidor Diego de Valderrábanos;SI;Porches, arbolado;Porterías, canastas, columpios;NO;1096,98 + 1042,01 + 632,80;Mejorable (instalaciones muy deterioradas);Parque Ramón Areces (230m);Biblioteca Miguel Delibes (850m);
5164;Colegio Público Francisco de Quevedo;;;Comedor - Horario ampliado - Planes de mejora;METRO: Menéndez Pelayo BUS: 24 , 37 , 54 , 57 , 102 , 141 , 152;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4caea3f5ca71c010VgnVCM1000000b205a0aRCRD;GRANADA;CALLE;V;16;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442357;4472902;40.404.727.692.050.100;-3.679.332.106.624.420;915 515 211;914 333 827;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;-;-;III;1;SI;SI (c/ Narciso Serra);Principal (c/ Granada);SI;Porche pequeño;NO;Alumbrado;150,898;Regular;Parque del Retiro (500m);CDM Daoiz y Velarde (500m), Biblioteca Elena Fortún (750m);
5165;Colegio Público Francisco Fatóu;;;Comedor - Transporte -  Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo);BUS: 58 , 142;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91cea3f5ca71c010VgnVCM1000000b205a0aRCRD;SUERTE;CAMINO;S/N;23;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447502;4469673;4.037.597.903.288.590;-36.184.358.604.020.100;913 321 050;913 323 222;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;2;SI;SI (c/ Camino de la Suerte);-;NO;Porche, arbolado;Porterías, canastas, columpios;Alumbrado;1630,65;Bueno (patio infantil mejorable);-;Campo Mar Abierto (0m), Espacio Almudena Grandes (350m), Biblioteca Gerardo Diego (500m);
5166;Colegio Público Francisco Ruano;;;Planes de mejora;BUS: 24 , 102 , 111 , 144 RENFE: Entrevias;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6dea3f5ca71c010VgnVCM1000000b205a0aRCRD;ALMURADIEL;CALLE;NUM;150;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;442826;4470162;40.380.085.637.390.400;-3.673.547.648.504.660;917 862 196;917 862 196;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;-;-;I;1;SI;SI;Puerta principal;SÍ;Toldo muy pequeño, arbolado;Canastas, juegos, mesas de juego;Alumbrado (estropeado);2649,36;Deteriorado;Parque de la Hora Feliz (350m);CDM Entrevías (350m);
