num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehículo;tipo_persona;rango_edad;sexo;cod_lesividad;tipo_lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2019S002882;10/01/2019;20:30:00;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO;23;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.999.601;4.472.603.749;N;NULL
2019S003277;14/01/2019;16:30:00;CALL. SANTA GENOVEVA / PLAZA. AGUSTIN GONZALEZ;2;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;445.098.521;4.475.348.003;N;NULL
2019S003283;11/01/2019;16:00:00;CALL. GRAN VIA / CALL. SAN BERNARDO;3;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439.942.934;4.474.788.750;N;NULL
2019S003306;16/01/2019;9:00:00;AVDA. DAROCA / CALL. NICOLAS SALMERON;1;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446.159.016;4.474.638.061;N;NULL
2019S003364;12/01/2019;13:03:00;AVDA. ENSANCHE DE VALLECAS, 44;44;18;VILLA DE VALLECAS;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.350.971;4.468.767.824;N;NULL
2019S003463;14/01/2019;22:45:00;CALL. MIGUEL ANGEL / PASEO. GENERAL MARTINEZ CAMPOS;9;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441.368.335;4.476.287.483;N;NULL
2019S003662;17/01/2019;6:00:00;CALL. DOCE DE OCTUBRE, 26;26;3;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.783.223;4.474.144.945;N;NULL
2019S003749;16/01/2019;15:20:00;PLAZA. CONDE DEL VALLE DE SUCHIL, 3;3;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.979.228;4.475.787.600;N;NULL
2019S004134;14/01/2019;20:20:00;PASEO. EL PARDO, 37;37;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;434.035.836;4.486.268.312;N;NULL
2019S004151;17/01/2019;16:15:00;CALL. SERRANO, 141;141;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;441.850.714;4.477.304.341;N;NULL
2019S004271;18/01/2019;18:05:00;AVDA. FERMINA SEVILLANO, 42;42;20;SAN BLAS-CANILLEJAS;Colisión frontal;NULL;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;451.549.039;4.477.091.339;S;NULL
2019S004528;19/01/2019;21:10:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;1;4;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.529.911;4.474.604.135;N;NULL
2019S004582;19/01/2019;11:10:00;CTRA. EL PARDO A FUENCARRAL, 0;0;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.875.430;4.484.216.739;N;NULL
2019S004601;17/01/2019;19:50:00;CALL. ARENAL / CALL. DONADOS;26;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.899.054;4.474.381.586;N;NULL
2019S004769;18/01/2019;7:55:00;CALL. GENOVA, 2;2;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.007.753;4.475.438.297;N;NULL
2019S004939;21/01/2019;16:50:00;CALL. SAN ENRIQUE DE OSSO, 36;36;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.590.705;4.484.052.684;N;NULL
2019S005036;24/01/2019;11:15:00;CALL. BRAVO MURILLO / CALL. PENSAMIENTO;250;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440.734.502;4.479.027.422;N;NULL
2019S005036;24/01/2019;11:15:00;CALL. BRAVO MURILLO / CALL. PENSAMIENTO;250;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.734.502;4.479.027.422;N;NULL
2019S005062;23/01/2019;15:38:00;AVDA. ALBUFERA, 149;149;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;444.209.966;4.471.480.436;N;NULL
2019S005101;18/01/2019;13:00:00;CALL. VILLABLANCA, 11;11;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.452.543;4.473.281.704;N;NULL
2019S005992;25/01/2019;9:12:00;CALLE ALFONSO XI , CALLE ALCALA;3;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.419.410;4.474.558.056;N;NULL
2019S006032;26/01/2019;21:35:00;CALL. MARIA DE MOLINA, 60;60;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.430.470;4.476.525.038;N;NULL
2019S006478;28/01/2019;18:00:00;CALL. MENDEZ ALVARO / CALL. TITAN;83;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442.507.828;4.471.603.239;N;NULL
2019S006501;27/01/2019;16:15:00;CALL. ALCALA, 44;44;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.960.299;4.474.465.363;N;NULL
2019S006501;27/01/2019;16:15:00;CALL. ALCALA, 44;44;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;440.960.299;4.474.465.363;N;NULL
2019S006584;12/01/2019;22:25:00;CALL. GENERAL RICARDOS / GTA. VALLE DE ORO;164;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.897.401;4.471.144.739;N;NULL
2019S006649;30/01/2019;11:41:00;CALL. TOMASA RUIZ, 1;1;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.683.831;4.471.991.241;N;NULL
2019S006655;30/01/2019;13:20:00;AVDA. CARABANCHEL ALTO, 122;122;11;CARABANCHEL;Colisión frontal;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;1;Atención en urgencias sin posterior ingreso;436.009.268;4.468.610.210;N;NULL
2019S007634;24/01/2019;19:58:00;AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC;1;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;443.619.585;4.471.900.704;N;NULL
2019S007753;02/02/2019;0:03:00;CALL. MARIA DE MOLINA, 18;18;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.729.535;4.476.572.025;N;NULL
2019S007855;01/02/2019;13:30:00;CALL. DOCTOR ESQUERDO / CALL. DOCTOR ESQUERDO;70;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.187.871;4.473.979.902;N;NULL
2019S007891;01/02/2019;0:15:00;CALL. FRANCISCO SANTOS / CALL. MARTINEZ IZQUIERDO;14;4;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.411.557;4.476.215.867;N;NULL
2019S007920;02/02/2019;11:07:00;CALL. MARCELO USERA / CALL. MANUEL NOYA;8;12;USERA;Atropello a persona;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;439.556.926;4.470.765.498;N;NULL
2019S007920;02/02/2019;11:07:00;CALL. MARCELO USERA / CALL. MANUEL NOYA;8;12;USERA;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.556.926;4.470.765.498;N;NULL
2019S008448;06/02/2019;8:05:00;AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA;2;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.854.106;4.482.446.712;N;NULL
2019S008448;06/02/2019;8:05:00;AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA;2;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Peatón;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.854.106;4.482.446.712;N;NULL
2019S008460;01/02/2019;1:40:00;CALL. SANTA ENGRACIA / CALL. RIOS ROSAS;128;7;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.471.429;4.477.057.485;N;NULL
2019S008489;06/02/2019;10:25:00;CALL. JUAN BRAVO, 17;17;4;SALAMANCA;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.186.653;4.476.021.595;N;NULL
2019S008627;06/02/2019;17:30:00;CALL. ALCALA, 173;173;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442.981.558;4.475.311.486;N;NULL
2019S008637;03/02/2019;17:00:00;CALL. ALTAMIRANO / PASEO. PINTOR ROSALES;52;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438.742.262;4.475.674.435;N;NULL
2019S008855;06/02/2019;19:40:00;CALL. AGUSTIN DE FOXA, 30;30;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.026.904;4.480.356.125;N;NULL
2019S009001;07/02/2019;9:15:00;CALL. PRADILLO, 42;42;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.119.342;4.477.826.407;N;NULL
2019S009106;07/02/2019;18:50:00;CALL. PRINCIPE DE VERGARA / GTA. LOPEZ DE HOYOS;123;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.422.865;4.476.979.381;N;NULL
2019S009136;07/02/2019;16:10:00;CALL. VALLEHERMOSO / CALL. FERNANDEZ DE LOS RIOS;42;7;CHAMBERÍ;Alcance;NULL;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.898.793;4.476.277.418;N;NULL
2019S009150;06/02/2019;16:40:00;CALL. GRAN VIA / CALL. ALCALA;1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440.876.375;4.474.498.071;N;NULL
2019S009715;10/02/2019;13:45:00;CALL. PRINCIPE DE VERGARA, 219;219;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.551.261;4.478.226.356;N;NULL
2019S009731;08/02/2019;22:30:00;CALL. ALCALA, 13;13;1;CENTRO;Caída;Se desconoce;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.571.640;4.474.339.291;N;NULL
2019S009733;10/02/2019;16:05:00;PASEO. REINA CRISTINA / CALL. ANDRES TORREJON;9;3;RETIRO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;442.124.157;4.473.170.424;N;NULL
2019S009806;08/02/2019;21:40:00;CALL. MESON DE PAREDES / CALL. JUANELO;10;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.179.370;4.473.656.788;N;NULL
2019S009942;11/02/2019;14:15:00;CALL. ALCALA, 101;101;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.051.387;4.474.763.641;N;NULL
2019S009957;11/02/2019;16:13:00;CALL. SERRANO, 8;8;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.589.896;4.474.763.660;N;NULL
2019S010276;02/02/2019;11:30:00;CALL. MARTINEZ DE LA RIVA, 4;4;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;443.347.135;4.471.841.353;N;NULL
2019S010289;11/02/2019;9:15:00;CALL. MIGUEL ANGEL, 29;29;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.421.050;4.476.531.115;N;NULL
2019S010293;12/02/2019;22:00:00;PASEO. PRADO, 2;2;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.118.925;4.474.411.318;N;NULL
2019S010360;13/02/2019;14:25:00;CALL. CONDE DE PEÑALVER, 38;38;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;2;Ingreso inferior o igual a 24 horas;442.717.608;4.475.606.378;N;NULL
2019S010365;12/02/2019;19:05:00;GTA. QUEVEDO / CALL. SAN BERNARDO;1;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.249.383;4.476.111.443;N;NULL
2019S010653;14/02/2019;14:20:00;PASEO. INFANTA ISABEL, 17;17;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.641.903;4.473.131.909;N;NULL
2019S010716;14/02/2019;18:00:00;AVDA. MENENDEZ PELAYO, 38;38;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;NULL;NULL;442.250.850;4.472.927.385;N;NULL
2019S010849;14/02/2019;20:00:00;CALL. SANTA ENGRACIA, 6;6;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.962.718;4.475.537.912;N;NULL
2019S010849;14/02/2019;20:00:00;CALL. SANTA ENGRACIA, 6;6;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440.962.718;4.475.537.912;N;NULL
2019S010852;13/02/2019;17:30:00;CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;162;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.769.157;4.479.288.081;N;NULL
2019S010852;13/02/2019;17:30:00;CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;162;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446.769.157;4.479.288.081;N;NULL
2019S010855;14/02/2019;18:00:00;AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA;+01400I;14;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.036.201;4.473.090.434;N;NULL
2019S010907;25/01/2019;4:00:00;CALL. GRAN VIA, 78;78;1;CENTRO;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;439.723.297;4.474.977.990;N;NULL
2019S010951;15/02/2019;14:10:00;GTA. ANGEL CAIDO, 4;4;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.044.127;4.473.590.577;N;NULL
2019S011089;16/02/2019;14:05:00;RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES;18;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440.448.384;4.472.982.627;N;NULL
2019S011128;17/02/2019;9:00:00;AVDA. POBLADOS / CALL. ANTONIO ROMERO;110;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;3;Ingreso superior a 24 horas;438.819.807;4.468.985.406;N;NULL
2019S011335;16/02/2019;17:10:00;PASEO. CHOPERA, 2;2;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;440.402.235;4.471.979.964;N;NULL
2019S011338;16/02/2019;19:55:00;CALL. JOAQUIN TURINA, 31;31;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;436.049.152;4.469.354.022;N;NULL
2019S012142;20/02/2019;7:45:00;CALL. ATOCHA, 104;104;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.998.615;4.473.545.957;N;NULL
2019S012186;19/02/2019;11:57:00;CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA;10;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.087.085;4.468.859.526;N;NULL
2019S013090;23/02/2019;21:15:00;PLAZA. ESPAÑA, 16;16;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.497.277;4.475.020.228;N;NULL
2019S013198;23/02/2019;10:35:00;CALL. PARROCO EUSEBIO CUENCA, 46;46;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441.575.543;4.471.866.182;N;NULL
2019S013570;25/02/2019;16:50:00;CALL. ESPARTEROS, 12;12;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;440.166.601;4.474.137.004;N;NULL
2019S013666;20/02/2019;10:30:00;CALL. MANCHA / AVDA. ENTREVIAS;1;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443.240.362;4.470.333.673;N;NULL
2019S013729;29/01/2019;16:26:00;PASEO. RECOLETOS, 23;23;1;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.287.733;4.474.891.012;N;NULL
2019S013751;27/02/2019;10:25:00;PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.693.351;4.473.490.477;N;NULL
2019S013812;27/02/2019;18:40:00;PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE;39;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.940.647;4.476.279.170;N;NULL
2019S013863;28/02/2019;8:45:00;GTA. SINTRA / CALL. VIA DE DUBLIN;1;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.982.355;4.480.245.196;N;NULL
2019S013888;28/02/2019;7:30:00;PASEO. CASTELLANA, 29;29;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.526.705;4.475.814.984;N;NULL
2019S013972;02/03/2019;4:00:00;PASEO. PRADO, 48;48;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.241.952;4.473.478.808;S;NULL
2019S013999;01/03/2019;13:00:00;CALL. MODESTO LAFUENTE, 61;61;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.995.376;4.477.322.478;N;NULL
