num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehículo;tipo_persona;rango_edad;sexo;cod_lesividad;tipo_lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2020S000867;14/01/2020;17:30:00;PQUE. MADRID RIO / AVDA. MANZANARES nº 70;+00450E;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439.105.363;4.472.358.354;N;NULL
2020S000867;14/01/2020;17:30:00;PQUE. MADRID RIO / AVDA. MANZANARES nº 70;+00450E;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.105.363;4.472.358.354;N;NULL
2020S000931;15/01/2020;17:45:00;CALL. MAYOR, 84;84;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.577.592;4.474.092.937;N;NULL
2020S000996;06/01/2020;16:30:00;CALL. MAESTRA JUSTA FREIRE, 14;14;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;434.885.992;4.470.090.768;N;NULL
2020S001023;10/01/2020;13:05:00;PLAZA. CORDON, 2;2;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.746.900;4.473.976.968;N;NULL
2020S001062;16/01/2020;16:45:00;CALL. SANTA ENGRACIA, 101;101;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440.656.119;4.476.493.424;N;NULL
2020S001062;16/01/2020;16:45:00;CALL. SANTA ENGRACIA, 101;101;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.656.119;4.476.493.424;N;NULL
2020S001078;16/01/2020;18:30:00;CALL. FUENTE CARRANTONA / AVDA. DOCTOR GARCIA TAPIA;32;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;446.469.977;4.473.238.365;N;NULL
2020S001236;18/01/2020;9:30:00;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;12;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;448.052.779;4.476.175.249;N;NULL
2020S001240;18/01/2020;10:35:00;AVDA. VALLADOLID, 71;71;9;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta;Conductor;De 15 a 17 años;Mujer;2;Ingreso inferior o igual a 24 horas;437.737.316;4.476.174.224;N;NULL
2020S001254;18/01/2020;14:00:00;AVDA. MENENDEZ PELAYO, 11;11;3;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;3;Ingreso superior a 24 horas;442.328.880;4.474.698.475;N;NULL
2020S001287;08/01/2020;19:35:00;AVDA. MANZANARES, 48;48;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;438.635.900;4.472.957.974;N;NULL
2020S001287;08/01/2020;19:35:00;AVDA. MANZANARES, 48;48;10;LATINA;Caída;Despejado;Bicicleta;Peatón;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438.635.900;4.472.957.974;N;NULL
2020S001451;19/01/2020;14:40:00;CTRA. PARTICULAR DEL TIRO DE PICHON, 0;0;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;436.149.071;4.482.269.740;N;NULL
2020S001484;21/01/2020;8:15:00;RONDA. SUR / CALL. LOS BARROS;229;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.605.194;4.469.376.110;N;NULL
2020S001500;20/01/2020;18:05:00;CALL. CARTAGENA, 66;66;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.083.268;4.476.504.747;N;NULL
2020S001502;21/01/2020;14:55:00;CALL. VALLEHERMOSO, 116;116;7;CHAMBERÍ;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.943.978;4.476.890.354;N;NULL
2020S001507;20/01/2020;21:15:00;PASEO. DELICIAS / CALL. DIVINO VALLES;102;2;ARGANZUELA;Alcance;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.060.618;4.471.974.222;N;NULL
2020S001514;21/01/2020;17:00:00;CALL. CARCASTILLO, 33;33;11;CARABANCHEL;Alcance;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437.278.387;4.469.890.364;N;NULL
2020S001518;21/01/2020;15:30:00;PLAZA. EMPERADOR CARLOS V, 8;8;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.224.314;4.473.317.089;N;NULL
2020S001743;23/01/2020;16:25:00;CUSTA. SAN VICENTE, 28;28;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.218.340;4.474.667.662;N;NULL
2020S001905;25/01/2020;11:50:00;CALL. IBIZA, 8;8;3;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.534.559;4.474.410.870;N;NULL
2020S001908;26/01/2020;7:30:00;CALL. GRAN VIA, 43;43;1;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440.041.654;4.474.721.197;N;NULL
2020S001930;26/01/2020;17:30:00;AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 5;5;16;HORTALEZA;Alcance;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;445.638.275;4.482.807.779;N;NULL
2020S002091;28/01/2020;20:45:00;AVDA. GRAN VIA DE SAN FRANCISCO / CALL. SAN BERNABE;1;1;CENTRO;Alcance;Se desconoce;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;NULL;NULL;439.478.413;4.473.405.514;N;NULL
2020S002132;29/01/2020;12:40:00;CALL. PINOS BAJA / CALL. PINOS ALTA;94;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.593.189;4.480.203.087;N;NULL
2020S002166;29/01/2020;19:48:00;CALL. CEA BERMUDEZ / CALL. GUZMAN EL BUENO;41;7;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439.542.387;4.476.716.961;N;NULL
2020S002190;22/01/2020;12:35:00;CALL. GUETARIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.249.284;4.469.453.506;N;NULL
2020S002326;01/02/2020;10:35:00;CALL. MARQUES DE VIANA, 48;48;6;TETUÁN;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.440.560;4.479.363.388;N;NULL
2020S002399;01/02/2020;1:20:00;CALL. ALCALA, 65;65;4;SALAMANCA;Alcance;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.298.620;4.474.565.251;N;NULL
2020S002409;31/01/2020;9:00:00;AVDA. LOS ROSALES, 407;407;17;VILLAVERDE;Caída;Nublado;Bicicleta;Conductor;De 60 a 64 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;443.898.521;4.464.461.190;N;NULL
2020S002419;03/02/2020;13:10:00;CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO;17;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;448.218.940;4.474.420.004;N;NULL
2020S002426;30/01/2020;18:10:00;CALL. LOPEZ DE HOYOS / CALL. ROS DE OLANO;138;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442.961.091;4.477.379.649;N;NULL
2020S002454;03/02/2020;16:05:00;CALL. TINAMUS, 21;21;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.676.936;4.471.152.776;N;NULL
2020S002495;03/02/2020;19:35:00;CALL. NARVAEZ, 39;39;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.642.040;4.474.568.084;N;NULL
2020S002635;04/02/2020;16:00:00;AVDA. DEMOCRACIA, 25;25;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;447.495.391;4.471.487.407;N;NULL
2020S002639;04/02/2020;19:20:00;CALL. ALCALA / CALL. ALMERIA;206;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;443.748.651;4.475.777.330;N;NULL
2020S002768;04/02/2020;9:10:00;AVDA. COMPLUTENSE, 40;40;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;438.276.434;4.477.729.964;N;NULL
2020S002809;06/02/2020;15:08:00;PASEO. ALAMEDA DE OSUNA / CALL. JARDINES DE ARANJUEZ;2;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.908.787;4.478.165.923;N;NULL
2020S002809;06/02/2020;15:08:00;PASEO. ALAMEDA DE OSUNA / CALL. JARDINES DE ARANJUEZ;2;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;448.908.787;4.478.165.923;N;NULL
2020S002810;06/02/2020;17:30:00;AVDA. MAYORAZGO / CALL. CINCOVILLAS;2;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446.902.250;4.468.681.827;N;NULL
2020S002812;05/02/2020;21:00:00;CALL. FELIPE CASTRO / CALL. MADRIDEJOS;5;12;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;439.754.366;4.470.639.563;N;NULL
2020S002818;06/02/2020;18:15:00;PASEO. CASTELLANA / CALL. LOPEZ DE HOYOS;56;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.566.555;4.476.397.794;N;NULL
2020S002851;06/02/2020;9:15:00;CALL. ESTEFANITA, 22;22;17;VILLAVERDE;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.639.207;4.466.378.272;N;NULL
2020S003019;09/02/2020;3:40:00;CALL. SAN BERNARDO, 62;62;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.026.294;4.475.287.123;N;NULL
2020S003019;09/02/2020;3:40:00;CALL. SAN BERNARDO, 62;62;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 21 a 24 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;440.026.294;4.475.287.123;N;NULL
2020S003033;08/02/2020;13:15:00;AVDA. LOS ROSALES / PQUE. LINEAL DEL MANZANARES;133;17;VILLAVERDE;Caída;Nublado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.739.082;4.467.001.796;N;NULL
2020S003081;09/02/2020;21:10:00;PASEO SAN FRANCISCO DE SALES CON JULIAN ROMEA;35;7;CHAMBERÍ;Colisión frontal;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.539.479;4.477.114.450;N;NULL
2020S003108;08/02/2020;11:50:00;AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 216;216;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.186.902;4.483.095.178;N;NULL
2020S003258;11/02/2020;18:40:00;ANILLO VERDE CICLISTA P.K. 24;480;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.730.753;4.468.493.191;N;NULL
2020S003264;11/02/2020;23:56:00;CALL. JOSE ORTEGA Y GASSET / CALL. MONTESA;88;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.965.378;4.475.668.172;N;NULL
2020S003338;28/01/2020;7:40:00;CALL. DOCTOR ESQUERDO, 6;6;4;SALAMANCA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.283.988;4.475.346.498;N;NULL
2020S003428;13/02/2020;13:00:00;PASEO. PRADO, 44;44;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 60 a 64 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.235.466;4.473.655.259;N;NULL
2020S003480;14/02/2020;16:40:00;CALL. ANDRES TORREJON, 2;2;3;RETIRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.158.990;4.473.016.300;N;NULL
2020S003505;15/02/2020;3:20:00;CALL. PRINCIPE DE VERGARA / CALL. MALDONADO;80;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.377.270;4.476.081.245;S;NULL
2020S003512;14/02/2020;7:50:00;CALL. LA BAÑEZA / CALL. CANDIDO MATEOS;1;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.062.417;4.480.726.185;N;NULL
2020S003543;14/02/2020;19:40:00;CALL. DIEGO DE LEON, 36;36;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.230.197;4.476.245.281;N;NULL
2020S003545;14/02/2020;20:58:00;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. MARTIN DE VARGAS;1;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.551.031;4.472.514.526;N;NULL
2020S003622;04/01/2020;13:00:00;PQUE. RETIRO, 0;0;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;442.014.713;4.473.848.598;N;NULL
2020S003706;16/02/2020;18:50:00;CALL. VIA LUSITANA, 19;19;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;438.081.569;4.469.868.294;N;NULL
2020S003732;16/02/2020;16:00:00;GTA. PIRAMIDES, 7;7;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.358.070;4.472.520.463;N;NULL
2020S003788;18/02/2020;14:33:00;PASEO. MARQUES DE ZAFRA / CALL. MARQUES DE ZAFRA;44;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.784.381;4.475.161.023;N;NULL
2020S003841;18/02/2020;16:55:00;CALL. TOLEDO, 166;166;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.467.825;4.472.759.807;N;NULL
2020S003843;18/02/2020;17:15:00;PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA;42;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441.133.912;4.472.734.978;N;NULL
2020S003843;18/02/2020;17:15:00;PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA;42;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.133.912;4.472.734.978;N;NULL
2020S003961;20/02/2020;18:40:00;CALL. ALFONSO XII, 22;22;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.538.001;4.474.228.454;N;NULL
2020S004015;21/02/2020;12:30:00;CALL. LEONESES / AVDA. MIGUEL HERNANDEZ;6;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;445.001.964;4.469.992.701;N;NULL
2020S004022;20/02/2020;19:40:00;CALL. CARTAGENA, 166;166;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442.582.390;4.477.223.367;N;NULL
2020S004038;20/02/2020;18:50:00;AVDA. COMPLUTENSE / METRO. CIUDAD UNIVERSITARIA;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Mujer;NULL;NULL;438.355.286;4.477.198.780;N;NULL
2020S004107;21/02/2020;22:47:00;CALL. EMBAJADORES, 59;59;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440.444.363;4.472.877.056;N;NULL
2020S004113;22/02/2020;15:35:00;AVDA. MENENDEZ PELAYO / CALL. IBIZA;33;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442.420.032;4.474.406.993;N;NULL
2020S004187;23/02/2020;13:30:00;CALL. BERROCAL / CALL. ACANTITA;42;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;442.548.353;4.466.232.317;N;NULL
2020S004194;22/02/2020;18:30:00;CALL. DOCTOR ESQUERDO / CALL. PEZ VOLADOR;65;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;443.193.649;4.473.816.947;N;NULL
2020S004194;22/02/2020;18:30:00;CALL. DOCTOR ESQUERDO / CALL. PEZ VOLADOR;65;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;443.193.649;4.473.816.947;N;NULL
2020S004196;23/02/2020;17:25:00;CTRA. EL PARDO A COLMENAR VIEJO / CALL. REGIMIENTO;2B;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;433.763.759;4.487.110.676;N;NULL
2020S004379;21/02/2020;7:58:00;AVDA. NICETO ALCALA ZAMORA / CTRA. ESTACION DE HORTALEZA;13;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.945.297;4.481.406.759;N;NULL
2020S004404;26/02/2020;19:30:00;PASEO. ACACIAS / CALL. ERCILLA;5;2;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.250.278;4.472.897.672;N;NULL
2020S004485;27/02/2020;17:30:00;AVDA. MIGUEL HERNANDEZ, 11;11;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.197.267;4.471.262.379;N;NULL
2020S004485;27/02/2020;17:30:00;AVDA. MIGUEL HERNANDEZ, 11;11;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446.197.267;4.471.262.379;N;NULL
2020S004517;27/02/2020;8:15:00;AVDA. ALFONSO XIII / CALL. CARLOS PEREYRA;35;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.401.640;4.478.052.347;N;NULL
