;16. Hortaleza;20;7;13;;0;0;0;;0;0;0;;1;0;1;;1;1;0;;1;1;0;;0;0;0;;3;0;3;;7;2;5;;0;0;0;;5;2;3;;1;1;0;;0;0;0;;0;0;0;;0;0;0;;1;0;1;
;17. Villaverde;7;1;6;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;1;1;0;;1;0;1;;0;0;0;;0;0;0;;3;0;3;;0;0;0;;1;0;1;;1;0;1;;0;0;0;;0;0;0;
;18. Villa de Vallecas;8;3;5;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;2;0;2;;3;3;0;;1;0;1;;1;0;1;;0;0;0;;1;0;1;;0;0;0;;0;0;0;;0;0;0;
;19. Vicálvaro ;12;4;8;;0;0;0;;0;0;0;;0;0;0;;1;0;1;;1;0;1;;3;0;3;;0;0;0;;1;1;0;;1;1;0;;3;1;2;;0;0;0;;2;1;1;;0;0;0;;0;0;0;;0;0;0;
;20. San Blas-Canillejas;26;4;22;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;3;0;3;;7;1;6;;3;1;2;;4;2;2;;1;0;1;;2;0;2;;0;0;0;;6;0;6;
;21. Barajas ;16;5;11;;0;0;0;;0;0;0;;0;0;0;;1;0;1;;0;0;0;;1;1;0;;1;1;0;;1;0;1;;2;1;1;;2;0;2;;5;3;2;;0;0;0;;0;0;0;;0;0;0;;3;1;2;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FUENTE: Área de Gobierno de Familias, Igualdad y Bienestar Social. Dirección General de Mayores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
