id,type,name,address,trimmed_address,address_street_wikidata,latitude,longitude,detail,zip_code,city,same_as_city_wikidata,district,district_trimmed,same_as_district_wikidata,subdistrict,subdistrict_trimmed,same_as_subdistrict_wikidata,tax_code,register_date,register_date_alt_format,phone,email,website,trimmed_website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to_id1,belongs_to_id2,belongs_to_id3,belongs_to_id4
4daa3db355ef2b0e64b472968cb70f0d,Association,Asociacion De Padres De Alumnos Del Colegio La Presentacion,"Calle Lardero, 14",calle_lardero_14_14,,40.41039079999999,-3.6103915,14,28032,Madrid,http://wikidata.org/entity/Q2807,Vicalvaro,vicalvaro,http://wikidata.org/entity/Q589403,Ambroz,ambroz,,G80306376,1993-06-10T00:00:00Z,1993-06-10,917764323,ampapresentacion@gmail.com,https://www.ampapresentacion.miampa.com,www.ampapresentacion.miampa.com,De Madres Y Padres Del Alumnado,Barrio,459,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
d2ed45a52bc0edfa11c2064e9edee8bf,Association,Asociacion De Madres Y Padres De Alumnos Colegio Publico Hernan Cortes,"Calle Los Yebenes, 241",calle_los_yebenes_241,,40.3908522,-3.7501118,,28047,Madrid,http://wikidata.org/entity/Q2807,Latina,latina,http://wikidata.org/entity/Q794954,Aluche,aluche,http://wikidata.org/entity/Q31140,G79620597,1993-10-15T00:00:00Z,1993-10-15,627937353,hernancortes_ampa@hotmail.com,http://ceipbilinghernancortes.blogspot.com.es/,ceipbilinghernancortes.blogspot.com.es,De Madres Y Padres Del Alumnado,Barrio,125,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
0d0871f0806eae32d30983b62252da50,Association,Asociacion De Amas De Casa Nueva Esperanza,"Calle Calanda, 17",calle_calanda_17_c/v_c/_utrillas._14,,40.4620567,-3.6442797,C/v C/ Utrillas. 14,28043,Madrid,http://wikidata.org/entity/Q2807,Hortaleza,hortaleza,http://wikidata.org/entity/Q1928529,Canillas,canillas,http://wikidata.org/entity/Q9694341,G79178281,1993-09-07T00:00:00Z,1993-09-07,913000306,mamosa51@hotmail.com,,,De Mujeres,Barrio,333,,735b90b4568125ed6c3f678819b6e058,,,
d045c59a90d7587d8d671b5f5aec4e7c,Association,Asociacion De Afectados De La Unidad De Actuacion 18/18 Madrid,"Calle Boiro, 69",calle_boiro_69,,40.4668575,-3.5855781,,28042,Madrid,http://wikidata.org/entity/Q2807,Barajas,barajas,http://wikidata.org/entity/Q807230,Corralejos,corralejos,http://wikidata.org/entity/Q10260772,,1993-05-10T00:00:00Z,1993-05-10,911398597,,,,Vecinales,Barrio,9,,,,,
cbb6a3b884f4f88b3a8e3d44c636cbd8,Association,Asociacion Nazaret,"Calle Cuart De Poblet, 11",calle_cuart_de_poblet_11_d,,40.3985222,-3.7452943,D,28047,Madrid,http://wikidata.org/entity/Q2807,Latina,latina,http://wikidata.org/entity/Q794954,Lucero,lucero,http://wikidata.org/entity/Q31162,G79476297,1993-08-09T00:00:00Z,1993-08-09,699102994,anazaret@gmail.com,http://www.nazaretasociacion.org,nazaretasociacion.org,Otras De Acción Social,Barrio,30,,,,,
ccc0aa1b81bf81e16c676ddb977c5881,Association,Asociacion Cultural Abrantes - Asca,"Avenida Abrantes, 111",avenida_abrantes_111,,40.378774,-3.7305414,,28025,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,Abrantes,abrantes,http://wikidata.org/entity/Q3773949,G80525231,1993-07-16T00:00:00Z,1993-07-16,913414265,terevegasanchez@gmail.com,,,Culturales Y Casas Regionales,Municipio,70,,,,,
430c3626b879b4005d41b8a46172e0c0,Association,Asociacion De Personas Con Discapacidad Alameda (adala),"Calle Medina De Pomar, 25",calle_medina_de_pomar_25,,40.4518658,-3.5845924,,28042,Madrid,http://wikidata.org/entity/Q2807,Barajas,barajas,http://wikidata.org/entity/Q807230,Alameda De Osuna,alameda_de_osuna,http://wikidata.org/entity/Q760737,G80572308,1993-06-07T00:00:00Z,1993-06-07,917476251,adala@asociacionadala.com,,,De Salud Y Apoyo Mutuo,Municipio,68,,92977ae4d2ba21425a59afb269c2a14e,,,
6d0f846348a856321729a2f36734d1a7,Association,Club De Calva Ciudad Lineal,"Calle Carlos Hernandez, 33",calle_carlos_hernandez_33_1_b,,40.4309843,-3.647144,1º B,28017,Madrid,http://wikidata.org/entity/Q2807,Ciudad Lineal,ciudad lineal,http://wikidata.org/entity/Q1763694,Ventas,ventas,http://wikidata.org/entity/Q71762,G79847653,1993-06-24T00:00:00Z,1993-06-24,914089573,miguel_molero@hotmail.com,,,Deportivas,Municipio,19,,,,,
1e056d2b0ebd5c878c550da6ac5d3724,Association,Asociacion De Madres Y Padres De Alumnos Colegio De Educacion Infantil Y Primaria Isaac Peral,"Glorieta Rufino Novalvos, 5",glorieta_rufino_novalvos_5,,40.3863029,-3.7308902,,28025,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,Puerta Bonita,puerta_bonita,http://wikidata.org/entity/Q3813762,G83374504,1993-12-07T00:00:00Z,1993-12-07,666283586,,,,De Madres Y Padres Del Alumnado,Barrio,100,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
da0d1111d2dc5d489242e60ebcbaf988,Association,Asociacion De Vecinos Colonia Camino Alto San Isidro,"Camino Alto De San Isidro, 5",camino_alto_de_san_isidro_5_local,,40.3961124,-3.7214217,Local,28019,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,San Isidro,san_isidro,http://wikidata.org/entity/Q3813733,G80083108,1993-06-23T00:00:00Z,1993-06-23,914717708,avaltosanisidro@gmail.com,http://www.avaltosanisidro.org,avaltosanisidro.org,Vecinales,Barrio,65,,735b90b4568125ed6c3f678819b6e058,,,
23ce1851341ec1fa9e0c259de10bf87c,Association,Asociacion Familiar San Vicente De Paul,"Calle Portalegre, 112",calle_portalegre_112_bajo_izq,,40.3846072,-3.723956,Bajo Izq,28025,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,Abrantes,abrantes,http://wikidata.org/entity/Q3773949,G78542750,1993-06-18T00:00:00Z,1993-06-18,666703786,asociacionsvpaul@live.com,,,Otras De Acción Social,Barrio,221,,,,,
7634ea65a4e6d9041cfd3f7de18e334a,Association,Asociacion De Padres De Alumnos Colegio Publico Parque Aluche,"Calle Quero, 47",calle_quero_47_portal_a,,40.3912327,-3.7609748,Portal A,28024,Madrid,http://wikidata.org/entity/Q2807,Latina,latina,http://wikidata.org/entity/Q794954,Aluche,aluche,http://wikidata.org/entity/Q31140,G28800613,1993-09-06T00:00:00Z,1993-09-06,658965071,ampa.parquealuche.madrid@gmail.com,http://ampaparquealuche.blogspot.com,ampaparquealuche.blogspot.com,De Madres Y Padres Del Alumnado,Municipio,22,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
e205ee2a5de471a70c1fd1b46033a75f,Association,Asociacion De Madres Y Padres De Alumnos Colegio Publico Ramon Perez De Ayala,"Calle Motilla Del Palancar, 19",calle_motilla_del_palancar_19,,40.465929,-3.6330611,,28043,Madrid,http://wikidata.org/entity/Q2807,Hortaleza,hortaleza,http://wikidata.org/entity/Q1928529,Canillas,canillas,http://wikidata.org/entity/Q9694341,G79462305,1993-05-31T00:00:00Z,1993-05-31,913886392,amparpa@outlook.es,http://www.amparamonperezayala.org,amparamonperezayala.org,De Madres Y Padres Del Alumnado,Municipio,172,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
621461af90cadfdaf0e8d4cc25129f91,Association,Asociacion Cultural Escuela De Adultos Arganzuela,"Calle Embajadores, 168",calle_embajadores_168,http://wikidata.org/entity/Q5740826,40.39559149999999,-3.6959204,,28045,Madrid,http://wikidata.org/entity/Q2807,Arganzuela,arganzuela,http://wikidata.org/entity/Q2000929,Chopera,chopera,http://wikidata.org/entity/Q3773750,G80505399,1993-02-06T00:00:00Z,1993-02-06,679850240,margaritaboschaznar@gmail.com,,,Culturales Y Casas Regionales,Municipio,159,,,,,
c8fbbc86abe8bd6a5eb6a3b4d0411301,Association,Accion Familiar Municipio De Madrid,"Calle Principe De Vergara, 128",calle_principe_de_vergara_128_esc.dch._1_local,http://wikidata.org/entity/Q5741020,40.4427388,-3.6781111,Esc.Dch. 1º Local,28002,Madrid,http://wikidata.org/entity/Q2807,Chamartin,chamartin,http://wikidata.org/entity/Q1766348,Ciudad Jardin,ciudad_jardin,http://wikidata.org/entity/Q3773744,G28545820,1993-04-06T00:00:00Z,1993-04-06,914461011,administracion@accionfamiliar.org,http://www.accionfamiliar.org,accionfamiliar.org,Familias,Municipio,193,,,,,
f47d0ad31c4c49061b9e505593e3db98,Association,Asociacion De Vecinos Nuevas Palomeras,"Avenida Pablo Neruda, 5",avenida_pablo_neruda_5_posterior,http://wikidata.org/entity/Q63986285,40.3926098,-3.6406692,Posterior,28038,Madrid,http://wikidata.org/entity/Q2807,Puente De Vallecas,puente de vallecas,http://wikidata.org/entity/Q2003054,Palomeras Sureste,palomeras_sureste,http://wikidata.org/entity/Q10343901,G78887742,1993-05-18T00:00:00Z,1993-05-18,910834467,nuevaspalomeras@hotmail.es,,,Vecinales,Barrio,450,,735b90b4568125ed6c3f678819b6e058,,,
b6a1085a27ab7bff7550f8a3bd017df8,Association,Asociacion De Padres De Alumnos Colegio Montpellier,"Calle Virgen Del Val, 7",calle_virgen_del_val_7,,40.4380033,-3.6542838,,28027,Madrid,http://wikidata.org/entity/Q2807,Ciudad Lineal,ciudad lineal,http://wikidata.org/entity/Q1763694,San Pascual,sanpascual,http://wikidata.org/entity/Q165612,G79340360,1993-02-03T00:00:00Z,1993-02-03,638062670,apa-contabilidad@colegiomontpellier.es,,,De Madres Y Padres Del Alumnado,Barrio,1031,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
