id,type,name,trimmed_name,same_as_organization_wikidata,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,register_date_alt_format,phone,email,website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to_id1,belongs_to_id2,belongs_to_id3,belongs_to_id4
ed3d2c21991e3bef5e069713af9fa6ca,Association,Asociacion Lucha Antidroga Latina. Alad-latina,asociacion_lucha_antidroga_latina._alad_latina,,"Calle Blas Cabrera, 125",40.3779324,-3.7681915,,28044,Madrid,Latina,Las Aguilas,G78781952,1988-04-18T00:00:00Z,1988-04-18,917050388,aladlatina@hotmail.com,,De Salud Y Apoyo Mutuo,Distrito,295,,076a0c97d09cf1a0ec3e19c7f2529f2b,,,
4311359ed4969e8401880e3c1836fbe1,Association,Asociacion De Madres Y Padres De Alumnos Escuela Infantil La Jara,asociacion_de_madres_y_padres_de_alumnos_escuela_infantil_la_jara,,"Calle Hijas De Jesus, 30",40.3844756,-3.7015326,,28026,Madrid,Usera,Almendrales,G80307267,1994-03-29T00:00:00Z,1994-03-29,914769480,ampa.lajara.usera@gmail.com,http://ampalajarausera.blogspot.com,De Madres Y Padres Del Alumnado,Municipio,90,,,,,
ca75910166da03ff9d4655a0338e6b09,Association,Asociacion Albar 42,asociacion_albar_42,,"Calle Muro, 9",40.4702146,-3.5844871,Bajo B,28042,Madrid,Barajas,Timon,G83988576,1994-04-21T00:00:00Z,1994-04-21,629455581,asociacionalbar42@hotmail.com,,Culturales Y Casas Regionales,Comunidad De Madrid,44,,,,,
6602294be910b1e3c4571bd98c4d5484,Association,Asociacion De Madres Y Padres De Alumnos  Del Instituto De Educacion Secundaria Santa Eugenia,asociacion_de_madres_y_padres_de_alumnos__del_instituto_de_educacion_secundaria_santa_eugenia,,"Calle Cerro Almodovar, 5",40.3846004,-3.6034988,,28031,Madrid,Villa Vallecas,Santa Eugenia,G80182819,1994-02-03T00:00:00Z,1994-02-03,655691162,info@ampaiessantaeugenia.es,http://ampaiessantaeugenia.es,De Madres Y Padres Del Alumnado,Municipio,48,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
89fcd07f20b6785b92134bd6c1d0fa42,Association,Asociacion De Padres De Alumnos Colegio Publico Rosa Luxemburgo,asociacion_de_padres_de_alumnos_colegio_publico_rosa_luxemburgo,,"Calle Bardegueral, 16",40.4501052,-3.7714614,18,28023,Madrid,Moncloa-Aravaca,Aravaca,G79794244,1994-01-02T00:00:00Z,1994-01-02,650021740,amparosaluxemburgo@gmail.com,http://aparosaluxemburgo.org,De Madres Y Padres Del Alumnado,Municipio,268,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
e2ef524fbf3d9fe611d5a8e90fefdc9c,Association,Asociacion De Vecinos Santa Ana De Fuencarral,asociacion_de_vecinos_santa_ana_de_fuencarral,,"Calle Hospitalet De Llobregat, 10",40.494884,-3.694293099999999,Bajo,28034,Madrid,Fuencarral-El Pardo,Valverde,G78383205,1988-04-18T00:00:00Z,1988-04-18,917343350,asociacion.santaana@hotmail.com,,Vecinales,Comunidad De Madrid,110,,735b90b4568125ed6c3f678819b6e058,,,
8f468c873a32bb0619eaeb2050ba45d1,Association,"Asociacion De Madres Y Padres Del Conservatorio Profesional De Musica ""teresa Berganza""","asociacion_de_madres_y_padres_del_conservatorio_profesional_de_musica_""teresa_berganza""",,"Calle Palmipedo, 3",40.40346359999999,-3.744976899999999,,28047,Madrid,Latina,Lucero,G80763659,1994-04-13T00:00:00Z,1994-04-13,915265176,secretaria@conservatorioteresaberganza.com,http://www.conservatorioteresaberganza.com.es,De Madres Y Padres Del Alumnado,Municipio,36,,,,,
4e0cb6fb5fb446d1c92ede2ed8780188,Association,Circulo Convivencial Limite - Cirvite,circulo_convivencial_limite___cirvite,,"Calle Esparta, 19",40.4486896,-3.615963099999999,,28022,Madrid,San Blas-Canillejas,Canillejas,G28870558,1994-04-29T00:00:00Z,1994-04-29,913249293,info@cirvite.org,http://www.cirvite.org,Otras De Acción Social,Estatal,85,,92977ae4d2ba21425a59afb269c2a14e,,,
5c936263f3428a40227908d5a3847c0b,Association,Asociacion Cultural Y Deportiva Acude - San Miguel,asociacion_cultural_y_deportiva_acude___san_miguel,,"Calle Jacinto Verdaguer, 34",40.3954405,-3.7185528,,28019,Madrid,Carabanchel,Opañel,G80879901,1994-01-03T00:00:00Z,1994-01-03,646583487,dalonsourbano@gmail.com,http://www.acudecarabanchel.com,Deportivas,Barrio,41,,,,,
d707329bece455a462b58ce00d1194c9,Association,Asociacion Jaire,asociacion_jaire,,"Pasaje Pradillo, 12",40.4413862,-3.6723659,,28002,Madrid,Chamartin,Prosperidad,G80618036,1994-07-02T00:00:00Z,1994-07-02,915191260,asocjaire@yahoo.es,http://www.jaire.es,Juveniles,Municipio,82,,d961e9f236177d65d21100592edb0769,,,
0f840be9b8db4d3fbd5ba2ce59211f55,Association,Asociacion De Vecinos Hispanoamerica,asociacion_de_vecinos_hispanoamerica,,"Calle Potosi, 8",40.4568238,-3.678541,5º A,28016,Madrid,Chamartin,Hispanoamerica,G80723323,1994-03-22T00:00:00Z,1994-03-22,669299360,info@metodosysistemas.com,,Vecinales,Municipio,95,,,,,
2ba596643cbbbc20318224181fa46b28,Association,Asociacion De Madres Y Padres De Alumnos Del Colegio Sagrados Corazones,asociacion_de_madres_y_padres_de_alumnos_del_colegio_sagrados_corazones,,"Calle Pan Y Toros, 45",40.3571601,-3.6940295,,28041,Madrid,Villaverde,Los Angeles,G80020407,1994-02-18T00:00:00Z,1994-02-18,913172526,scorazonesmad@planalfa.es,,De Madres Y Padres Del Alumnado,Barrio,96,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
ef4e3b775c934dada217712d76f3d51f,Association,Asociacion De Madres Y Padres De Alumnos Cultura Y Democracia Colegio De Educacion Infantil Y Primaria Jorge Guillen,asociacion_de_madres_y_padres_de_alumnos_cultura_y_democracia_colegio_de_educacion_infantil_y_primaria_jorge_guillen,,"Avenida El Ferrol, 47",40.47539949999999,-3.707864499999999,,28029,Madrid,Fuencarral-El Pardo,El Pilar,G81146870,1994-02-21T00:00:00Z,1994-02-21,696583895,ampajorgeguillen.2009@gmail.com,,De Madres Y Padres Del Alumnado,Barrio,30,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
a3d68b461bd9d3533ee1dd3ce4628ed4,Association,Asociacion De Padres De Alumnos Colegio Publico La Rioja,asociacion_de_padres_de_alumnos_colegio_publico_la_rioja,,"Calle Leon Felipe, 3",40.3881311,-3.6369945,,28038,Madrid,Puente De Vallecas,Palomeras Sureste,G79270948,1993-12-17T00:00:00Z,1993-12-17,917773912,ampa.larioja@gmail.com,,De Madres Y Padres Del Alumnado,Municipio,121,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
812b4ba287f5ee0bc9d43bbf5bbe87fb,Association,Asociacion De Vecinos La Corrala  Latina-rastro-lavapies,asociacion_de_vecinos_la_corrala__latina_rastro_lavapies,,"Calle Lavapies, 38",40.4099114,-3.702702,,28012,Madrid,Centro,Embajadores,G78997780,1988-04-14T00:00:00Z,1988-04-14,914670509,lacorrala@telefonica.net,,Vecinales,Barrio,510,,735b90b4568125ed6c3f678819b6e058,,,
3cef96dcc9b8035d23f69e30bb19218a,Association,Asociacion De Vecinos De La Colonia Diego Velazquez,asociacion_de_vecinos_de_la_colonia_diego_velazquez,,"Plaza Las Meninas, 2",40.3777652,-3.731243699999999,Bajo C,28025,Madrid,Carabanchel,Abrantes,G28275758,1993-02-11T00:00:00Z,1993-02-11,915609935,avdiegovelazquez@gmail.com,,Vecinales,Barrio,1200,,735b90b4568125ed6c3f678819b6e058,,,
c8c41c4a18675a74e01c8a20e8a0f662,Association,Asociacion De La Juventud De Usera,asociacion_de_la_juventud_de_usera,,"Avenida Rafaela Ybarra, 30",40.3811986,-3.7113676,Bajo,28026,Madrid,Usera,Zofio,G81447393,1994-11-01T00:00:00Z,1994-11-01,914694771,,,Juveniles,Distrito,180,,,,,
b55ec28c52d5f6205684a473a2193564,Association,Asociacion De Madres Y Padres Del Colegio Nuestra Señora De La Paloma,asociacion_de_madres_y_padres_del_colegio_nuestra_señora_de_la_paloma,,"Calle Tabernillas, 2",40.4111997,-3.711323,,28005,Madrid,Centro,Palacio,G80137250,1993-05-11T00:00:00Z,1993-05-11,912219689,ampaloma@gmail.com,http://www.afalapaloma.com,De Madres Y Padres Del Alumnado,Municipio,244,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
8d6dc35e506fc23349dd10ee68dabb64,Association,Asociacion Cultural Zazuar,asociacion_cultural_zazuar,,"Calle Castrillo De Aza, 13",40.384141,-3.6093149,Esc. Centro 4ºd,28031,Madrid,Villa Vallecas,Santa Eugenia,G80539026,1993-02-07T00:00:00Z,1993-02-07,913312652,asoculzazu@gmail.com,,Culturales Y Casas Regionales,Comunidad De Madrid,85,,,,,
3df1d4b96d8976ff5986393e8767f5b2,Association,Asociacion De Jubilados Y Pensionistas Del Mar De Madrid,asociacion_de_jubilados_y_pensionistas_del_mar_de_madrid,,"Calle Zurbano, 73",40.43776099999999,-3.693135,Planta Baja,28010,Madrid,Chamberi,Almagro,G78487303,1993-11-11T00:00:00Z,1993-11-11,915223658,sociocultu@yahoo.es,,De Personas Mayores. Jubiladas Y Pensionistas,Municipio,71,,,,,
b7892fb3c2f009c65f686f6355c895b5,Association,Asociacion De Padres De Alumnos Nuestra Señora De Las Victorias - Afanias,asociacion_de_padres_de_alumnos_nuestra_señora_de_las_victorias___afanias,,"Calle Muller, 25",40.4641233,-3.699155,Bj-pta.1,28039,Madrid,Tetuan,Valdeacederas,G80144595,1993-10-25T00:00:00Z,1993-10-25,670735217,ampansvictorias@gmail.com,,De Madres Y Padres Del Alumnado,Barrio,31,,92977ae4d2ba21425a59afb269c2a14e,,,
4daa3db355ef2b0e64b472968cb70f0d,Association,Asociacion De Padres De Alumnos Del Colegio La Presentacion,asociacion_de_padres_de_alumnos_del_colegio_la_presentacion,,"Calle Lardero, 14",40.41039079999999,-3.6103915,14,28032,Madrid,Vicalvaro,Ambroz,G80306376,1993-06-10T00:00:00Z,1993-06-10,917764323,ampapresentacion@gmail.com,https://www.ampapresentacion.miampa.com,De Madres Y Padres Del Alumnado,Barrio,459,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
d2ed45a52bc0edfa11c2064e9edee8bf,Association,Asociacion De Madres Y Padres De Alumnos Colegio Publico Hernan Cortes,asociacion_de_madres_y_padres_de_alumnos_colegio_publico_hernan_cortes,,"Calle Los Yebenes, 241",40.3908522,-3.7501118,,28047,Madrid,Latina,Aluche,G79620597,1993-10-15T00:00:00Z,1993-10-15,627937353,hernancortes_ampa@hotmail.com,http://ceipbilinghernancortes.blogspot.com.es/,De Madres Y Padres Del Alumnado,Barrio,125,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
0d0871f0806eae32d30983b62252da50,Association,Asociacion De Amas De Casa Nueva Esperanza,asociacion_de_amas_de_casa_nueva_esperanza,,"Calle Calanda, 17",40.4620567,-3.6442797,C/v C/ Utrillas. 14,28043,Madrid,Hortaleza,Canillas,G79178281,1993-09-07T00:00:00Z,1993-09-07,913000306,mamosa51@hotmail.com,,De Mujeres,Barrio,333,,735b90b4568125ed6c3f678819b6e058,,,
d045c59a90d7587d8d671b5f5aec4e7c,Association,Asociacion De Afectados De La Unidad De Actuacion 18/18 Madrid,asociacion_de_afectados_de_la_unidad_de_actuacion_18/18_madrid,,"Calle Boiro, 69",40.4668575,-3.5855781,,28042,Madrid,Barajas,Corralejos,,1993-05-10T00:00:00Z,1993-05-10,911398597,,,Vecinales,Barrio,9,,,,,
cbb6a3b884f4f88b3a8e3d44c636cbd8,Association,Asociacion Nazaret,asociacion_nazaret,,"Calle Cuart De Poblet, 11",40.3985222,-3.7452943,D,28047,Madrid,Latina,Lucero,G79476297,1993-08-09T00:00:00Z,1993-08-09,699102994,anazaret@gmail.com,http://www.nazaretasociacion.org,Otras De Acción Social,Barrio,30,,,,,
ccc0aa1b81bf81e16c676ddb977c5881,Association,Asociacion Cultural Abrantes - Asca,asociacion_cultural_abrantes___asca,,"Avenida Abrantes, 111",40.378774,-3.7305414,,28025,Madrid,Carabanchel,Abrantes,G80525231,1993-07-16T00:00:00Z,1993-07-16,913414265,terevegasanchez@gmail.com,,Culturales Y Casas Regionales,Municipio,70,,,,,
430c3626b879b4005d41b8a46172e0c0,Association,Asociacion De Personas Con Discapacidad Alameda (adala),asociacion_de_personas_con_discapacidad_alameda_(adala),,"Calle Medina De Pomar, 25",40.4518658,-3.5845924,,28042,Madrid,Barajas,Alameda De Osuna,G80572308,1993-06-07T00:00:00Z,1993-06-07,917476251,adala@asociacionadala.com,,De Salud Y Apoyo Mutuo,Municipio,68,,92977ae4d2ba21425a59afb269c2a14e,,,
6d0f846348a856321729a2f36734d1a7,Association,Club De Calva Ciudad Lineal,club_de_calva_ciudad_lineal,,"Calle Carlos Hernandez, 33",40.4309843,-3.647144,1º B,28017,Madrid,Ciudad Lineal,Ventas,G79847653,1993-06-24T00:00:00Z,1993-06-24,914089573,miguel_molero@hotmail.com,,Deportivas,Municipio,19,,,,,
1e056d2b0ebd5c878c550da6ac5d3724,Association,Asociacion De Madres Y Padres De Alumnos Colegio De Educacion Infantil Y Primaria Isaac Peral,asociacion_de_madres_y_padres_de_alumnos_colegio_de_educacion_infantil_y_primaria_isaac_peral,,"Glorieta Rufino Novalvos, 5",40.3863029,-3.7308902,,28025,Madrid,Carabanchel,Puerta Bonita,G83374504,1993-12-07T00:00:00Z,1993-12-07,666283586,,,De Madres Y Padres Del Alumnado,Barrio,100,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
da0d1111d2dc5d489242e60ebcbaf988,Association,Asociacion De Vecinos Colonia Camino Alto San Isidro,asociacion_de_vecinos_colonia_camino_alto_san_isidro,,"Camino Alto De San Isidro, 5",40.3961124,-3.7214217,Local,28019,Madrid,Carabanchel,San Isidro,G80083108,1993-06-23T00:00:00Z,1993-06-23,914717708,avaltosanisidro@gmail.com,http://www.avaltosanisidro.org,Vecinales,Barrio,65,,735b90b4568125ed6c3f678819b6e058,,,
23ce1851341ec1fa9e0c259de10bf87c,Association,Asociacion Familiar San Vicente De Paul,asociacion_familiar_san_vicente_de_paul,,"Calle Portalegre, 112",40.3846072,-3.723956,Bajo Izq,28025,Madrid,Carabanchel,Abrantes,G78542750,1993-06-18T00:00:00Z,1993-06-18,666703786,asociacionsvpaul@live.com,,Otras De Acción Social,Barrio,221,,,,,
7634ea65a4e6d9041cfd3f7de18e334a,Association,Asociacion De Padres De Alumnos Colegio Publico Parque Aluche,asociacion_de_padres_de_alumnos_colegio_publico_parque_aluche,,"Calle Quero, 47",40.3912327,-3.7609748,Portal A,28024,Madrid,Latina,Aluche,G28800613,1993-09-06T00:00:00Z,1993-09-06,658965071,ampa.parquealuche.madrid@gmail.com,http://ampaparquealuche.blogspot.com,De Madres Y Padres Del Alumnado,Municipio,22,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
e205ee2a5de471a70c1fd1b46033a75f,Association,Asociacion De Madres Y Padres De Alumnos Colegio Publico Ramon Perez De Ayala,asociacion_de_madres_y_padres_de_alumnos_colegio_publico_ramon_perez_de_ayala,,"Calle Motilla Del Palancar, 19",40.465929,-3.6330611,,28043,Madrid,Hortaleza,Canillas,G79462305,1993-05-31T00:00:00Z,1993-05-31,913886392,amparpa@outlook.es,http://www.amparamonperezayala.org,De Madres Y Padres Del Alumnado,Municipio,172,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
621461af90cadfdaf0e8d4cc25129f91,Association,Asociacion Cultural Escuela De Adultos Arganzuela,asociacion_cultural_escuela_de_adultos_arganzuela,,"Calle Embajadores, 168",40.39559149999999,-3.6959204,,28045,Madrid,Arganzuela,Chopera,G80505399,1993-02-06T00:00:00Z,1993-02-06,679850240,margaritaboschaznar@gmail.com,,Culturales Y Casas Regionales,Municipio,159,,,,,
c8fbbc86abe8bd6a5eb6a3b4d0411301,Association,Accion Familiar Municipio De Madrid,accion_familiar_municipio_de_madrid,,"Calle Principe De Vergara, 128",40.4427388,-3.6781111,Esc.Dch. 1º Local,28002,Madrid,Chamartin,Ciudad Jardin,G28545820,1993-04-06T00:00:00Z,1993-04-06,914461011,administracion@accionfamiliar.org,http://www.accionfamiliar.org,Familias,Municipio,193,,,,,
f47d0ad31c4c49061b9e505593e3db98,Association,Asociacion De Vecinos Nuevas Palomeras,asociacion_de_vecinos_nuevas_palomeras,,"Avenida Pablo Neruda, 5",40.3926098,-3.6406692,Posterior,28038,Madrid,Puente De Vallecas,Palomeras Sureste,G78887742,1993-05-18T00:00:00Z,1993-05-18,910834467,nuevaspalomeras@hotmail.es,,Vecinales,Barrio,450,,735b90b4568125ed6c3f678819b6e058,,,
b6a1085a27ab7bff7550f8a3bd017df8,Association,Asociacion De Padres De Alumnos Colegio Montpellier,asociacion_de_padres_de_alumnos_colegio_montpellier,,"Calle Virgen Del Val, 7",40.4380033,-3.6542838,,28027,Madrid,Ciudad Lineal,San Pascual,G79340360,1993-02-03T00:00:00Z,1993-02-03,638062670,apa-contabilidad@colegiomontpellier.es,,De Madres Y Padres Del Alumnado,Barrio,1031,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
acf4b89d3d503d8252c9c4ba75ddbf6d,Association,Asociacion De Vecinos Zona Residencial El Bosque,asociacion_de_vecinos_zona_residencial_el_bosque,,"Calle Añastro, 11",40.4680381,-3.6632352,Bajo,28033,Madrid,Hortaleza,Apostol Santiago,G80255979,1993-02-04T00:00:00Z,1993-02-04,913833092,avvelbosque@hotmail.com,http://www.asociaciondevecinoselbosque.es,Vecinales,Barrio,390,,735b90b4568125ed6c3f678819b6e058,,,
20aee3a5f4643755a79ee5f6a73050ac,Association,Asociacion De Padres De Alumnos Colegio Publico Amadeo Vives,asociacion_de_padres_de_alumnos_colegio_publico_amadeo_vives,,"Calle Los Yebenes, 6",40.3971466,-3.7556386,Y 8,28047,Madrid,Latina,Aluche,G28673861,1993-03-22T00:00:00Z,1993-03-22,627824269,amadeovivesapa@gmail.com,http://amadeovivesapa.org,De Madres Y Padres Del Alumnado,Municipio,112,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
4b0250793549726d5c1ea3906726ebfe,Association,Asociacion De Vecinos De Palomeras Bajas,asociacion_de_vecinos_de_palomeras_bajas,,"Travesia Felipe De Diego, 31",40.3786452,-3.6600286,Posterior,28018,Madrid,Puente De Vallecas,Palomeras Bajas,G79732095,1993-10-03T00:00:00Z,1993-10-03,915071658,avpalomerasbajas@gmail.com,http://avpalomeras.web,Vecinales,Barrio,423,,735b90b4568125ed6c3f678819b6e058,,,
c2aee86157b4a40b78132f1e71a9e6f1,Association,Asociacion Cultural Puntos Suspensivos,asociacion_cultural_puntos_suspensivos,,"Calle Jose De Cadalso, 54",40.3799274,-3.7712879,Esc. 1. 3º A,28044,Madrid,Latina,Las Aguilas,G80489347,1993-01-03T00:00:00Z,1993-01-03,917060934,elcielotieneplayas@yahoo.es,,Culturales Y Casas Regionales,Municipio,18,,,,,
024d7f84fff11dd7e8d9c510137a2381,Association,Asociacion De Padres De Alumnos Del Instituto De Educacion Secundaria Isabel La Catolica,asociacion_de_padres_de_alumnos_del_instituto_de_educacion_secundaria_isabel_la_catolica,,"Calle Alfonso XII, 3",40.4075034,-3.6853733,Y 5,28014,Madrid,Retiro,Jeronimos,G28894665,1993-03-02T00:00:00Z,1993-03-02,915277875,ampa.isabella@gmail.com,http://www.ampaiesisabellacatolica.blogspot.com.es,De Madres Y Padres Del Alumnado,Barrio,280,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
0a113ef6b61820daa5611c870ed8d5ee,Association,Asociacion De Madres Y Padres De Alumnos Colegio Publico Luis De Gongora,asociacion_de_madres_y_padres_de_alumnos_colegio_publico_luis_de_gongora,,"Calle Chantada, 34",40.4735153,-3.7132872,,28029,Madrid,Fuencarral-El Pardo,El Pilar,G28876894,1993-01-27T00:00:00Z,1993-01-27,917301660,luisdegongora.ampa@gmail.com,,De Madres Y Padres Del Alumnado,Municipio,56,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
7ce3284b743aefde80ffd9aec500e085,Association,Asociacion Cultural Y Deportiva Villaverde - Ascudevi,asociacion_cultural_y_deportiva_villaverde___ascudevi,,"Paseo Talleres, 1",40.34871529999999,-3.700349,(cd.Boeticher),28021,Madrid,Villaverde,Los Angeles,G80273519,1993-09-02T00:00:00Z,1993-09-02,917951792,funde_vi@hotmail.com,http://srvillaverdeboetticher.com,Culturales Y Casas Regionales,Municipio,4,,,,,
704afe073992cbe4813cae2f7715336f,Association,Asociacion De Padres De Alumnos Colegio San Fermin,asociacion_de_padres_de_alumnos_colegio_san_fermin,,"Calle Estafeta, 17",40.3726993,-3.6921699,,28041,Madrid,Usera,San Fermin,G79882437,1993-02-02T00:00:00Z,1993-02-02,917920535,,,De Madres Y Padres Del Alumnado,Municipio,30,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
0efe32849d230d7f53049ddc4a4b0c60,Association,Asociacion De Padres De Alumnos Colegio Publico Republica Del Paraguay,asociacion_de_padres_de_alumnos_colegio_publico_republica_del_paraguay,,"Calle Manresa, 60",40.4922274,-3.6944177,Bis,28034,Madrid,Fuencarral-El Pardo,Valverde,G85929917,1993-02-26T00:00:00Z,1993-02-26,917343881,paraguayampa@gmail.com,http://amparepublicadelparaguay.org.fapa,De Madres Y Padres Del Alumnado,Barrio,10,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
6c3cf77d52820cd0fe646d38bc2145ca,Association,Asociacion De Padres De Alumnos Colegio Publico Jovellanos,asociacion_de_padres_de_alumnos_colegio_publico_jovellanos,,"Calle Monroy, 34",40.3791034,-3.783285,Bis,28044,Madrid,Latina,Las Aguilas,G79593513,1993-01-03T00:00:00Z,1993-01-03,915091944,apajovellanos@hotmail.com,,De Madres Y Padres Del Alumnado,Municipio,116,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
1f50893f80d6830d62765ffad7721742,Association,Asociacion De Comerciantes De Aravaca,asociacion_de_comerciantes_de_aravaca,,"Calle Arroyo De La Elipa, 12",40.4319447,-3.6434516,Local 2,28017,Madrid,Ciudad Lineal,Pueblo Nuevo,G80182330,1993-02-22T00:00:00Z,1993-02-22,913571455,andres@aygaravaca.e.telefonica.net,http://www.comercioaravaca.com,Comerciantes.Empresarios.Profesionales Y Autónomos,Comunidad De Madrid,40,,a1d7311f2a312426d710e1c617fcbc8c,,,
4b0a59ddf11c58e7446c9df0da541a84,Association,Asociacion De Padres De Alumnos Centro Educacion Especial Francisco Del Pozo,asociacion_de_padres_de_alumnos_centro_educacion_especial_francisco_del_pozo,,"Callejon Domine, 6",40.4942709,-3.6867376,,28034,Madrid,Fuencarral-El Pardo,Valverde,G79689683,1993-01-28T00:00:00Z,1993-01-28,667022222,ampafcodelpozo@gmail.com,,De Madres Y Padres Del Alumnado,Municipio,7,,,,,
