id,name,address,detail,zip_code,city,subdistrict,register_date,phone_number,email,internet,category,geographical_scope,num_affiliates,belongs_to
dfa037a53e121ecc9e0926800c3e814e,AEROPUERTO PARTICIPA,"CALLE GARGANCHON,111","PORTAL 1,1ºB",28042,MADRID,AEROPUERTO,2020-10-09T00:00:00Z,644011435,info@aeropuertoparticipa.es,http://www.aeropuertoparticipa.es,VECINALES,COMUNIDAD DE MADRID,7,
6236c78e73f52110ae39e588ba88de0b,EL DESVAN SOCIAL S. COOP. MAD.,"PLAZA MEMORIA VINCULANTE,3",BAJO A,28041,MADRID,ORCASITAS,2020-09-15T00:00:00Z,658329085,alcira@eldesvansocialcoop.com,http://www.eldesvansocialcoop.com,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,2,
d35b05a832e2bb91f110d54e34e2da79,PLATAFORMA CIUDADANA DE BARES ESPECIALES MUSICALES (BEM),"CALLE CHURRUCA,3",2º DERECHA,28004,MADRID,JUSTICIA,2021-01-25T00:00:00Z,676825180,PLATAFORMABEM@GMAIL.COM,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",MUNICIPIO,12,
9854d7afce413aa13cd0a1d39d0bcec5,ASOCIACION DE PROFESIONALES DE LA ILUSTRACION DE MADRID (APIM),"CALLE HORTALEZA,20",4º B,28004,MADRID,JUSTICIA,2021-01-02T00:00:00Z,623193539,apim@apimadrid.net,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",COMUNIDAD DE MADRID,220,
ee188463935a061dee6df8bf449cb882,COLECTIVO CIUDADANO ESCALADA CUÑA VERDE,"CALLE VICENTE CAMARON,41",3º - C,28011,MADRID,PUERTA DEL ANGEL,2021-11-02T00:00:00Z,630722053,enriquemf06@hotmail.com,unknown,DEPORTIVAS,BARRIO,28,
4d95d05a4fc4eadbc3b9dde67afdca39,EL HILO VERDE,"CALLE PUERTO DE MASPALOMAS,20",,28029,MADRID,EL PILAR,2021-04-23T00:00:00Z,666080506,pablolinaresgomezdelcastillo@gmail.com,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,3,
d90e5b6628b4291225cba0bdc643c295,ASOCIACION PROFESIONAL DE TINTORERIAS Y LAVANDERIAS DE LA COMUNIDAD DE MADRID ,"CALLE ARLABAN,7","PLANTA 6ª,PUERTA 63",28014,MADRID,CORTES,2021-04-28T00:00:00Z,915319340,astylcam@astylcam.com,http://www.astylcam.com,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",COMUNIDAD DE MADRID,,
70fc5f043205720a49d973d280eb83e7,"PLATAFORMA DE AFECTADOS DE OCUPACION,LEYANTIOCUPAS","CALLE HACHERO,50",2º-D,28053,MADRID,SAN DIEGO,2021-09-06T00:00:00Z,678981325,leyantiocupas@gmail.com,http://www.leyantiocupas.com,OTRAS DE ACCIÓN SOCIAL,ESTATAL,10,
a58616464d14208b2677a084f5d7456f,RITMONIA,"CALLE OMEGA,93","PISO 4º,PUERTA D",28032,MADRID,VALDERRIVAS         ,2021-04-08T00:00:00Z,630729469,enrique.cano2@gmail.com,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,4,
9425be43ba92c2b4454ca7bf602efad8,AFECTADOS POR EL PLAN URBANISTICO COLONIA TERCIO TEROL,"CALLE GORRION,7",,28019,MADRID,SAN ISIDRO,2021-04-08T00:00:00Z,666681468,coloniatercioterol@gmail.com,unknown,VECINALES,BARRIO,11,
4f9c76cf97f84048c5990dd4ef842ea2,RONDALLA Y CORO EL MADROÑO,"CALLE SAN EUDALDO,14",2º- E ,28032,MADRID,CASCO H.VICALVARO   ,2021-09-15T00:00:00Z,917764109,felix.jimeno@yahoo.es,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,3,
bbbe7ef28a0018c4484eaa8b2d0a0328,GRUPO AIRES DE MADRID,"AVENIDA GUADALAJARA,111","PORTAL G,PISO 5º,PUERTA A",28022,MADRID,ROSAS,2021-09-15T00:00:00Z,635021291,LARELLANOL@HOTMAIL.COM,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,25,
7612936dcc85282c6fa4dd9d4ffe57f1,GRUPO VALDETEATRO,"CALLE MERCURIO,6",BAJO,28032,MADRID,CASCO H.VICALVARO,2021-09-15T00:00:00Z,649214685,agsalas@pharmamar.com,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,4,
1bd69c7df3112fb9a584fbd9edfc6c90,CORAL POLIFONICA LOS MADROÑOS DE VICALVARO,"CALLE VILLARDONDIEGO,36",CENTRO CULTURAL EL MADROÑO,28032,MADRID,CASCO H.VICALVARO,2021-09-27T00:00:00Z,unknown,anamariacoral88@gmail.com,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,3,
f23b3df742bb9fbf6bbf30a05150ac19,"PLATAFORMA POR LA DIGNIDAD,LA LIBERTAD Y LA VIDA","CALLE VIRTUDES,20",BAJO NUMERO 5,28010,MADRID,ALMAGRO,2021-05-10T00:00:00Z,667330345,plataforma.cultural.n@gmail.com,unknown,DE PERSONAS CONSUMIDORAS Y USUARIAS,ESTATAL,30,
671d8d05d795091118b1344f715307c4,PLATAFORMA EL PUEBLO POR LA VERDAD,"CALLE VIRTUDES,20","PISO BAJO,NUMERO 5",28010,MADRID,ALMAGRO,2021-05-10T00:00:00Z,667330345,africa.ruiz10@gmail.com,unknown,VECINALES,ESTATAL,70,
084a8a9aa8cced9175bd07bc44998e75,ENTRETEJIENDO,"CALLE LOS GALEOTE,1","ESCALERA 1,PLANTA 3ª,PUERTA A",28032,MADRID,CASCO H.VICALVARO,2021-02-12T00:00:00Z,619837020,antoniadomingobermejo@gmail.com,unknown,DE MUJERES,BARRIO,3,
3be0214185d6177a9aa6adea5a720b09,GRUPO BRISA FLAMENCA,"CALLE PINILLAS,5","PISO 4ª,LETRA B",28032,MADRID,VALDEBERNARDO       ,2021-02-12T00:00:00Z,686433907,brisaroci@gmail.com,unknown,CULTURALES Y CASAS REGIONALES,DISTRITO,3,
4f81b1d964419548f01ca35bbaeeda75,PARROQUIA SANTA CECILIA,"CALLE MEDINA DE POMAR,11",,28042,MADRID,AEROPUERTO,2021-12-14T00:00:00Z,628054417,macaes000@gmail.com,unknown,VECINALES,BARRIO,96,
5b5e6cc50cefa5e9f1f5ca272b136475,ASOCIACION DE EMPRESAS PRODUCTORAS DE ARTES ESCENICAS DE LA COMUNIDAD DE MADRID (ARTEMAD),"CALLE MAYOR,6",5- 5 BIS,28013,MADRID,SOL,2021-12-14T00:00:00Z,915212164,secretaria@artemad.com,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,38,
1cd73be1e256a7405516501e94e892ac,ORGANIZACION NACIONAL DE CIEGOS ESPAÑOLES,"CALLE JOSE ORTEGA Y GASSET,18",,28006,MADRID,CASTELLANA,2021-12-15T00:00:00Z,915329774,ctmadrid@once.es,www.once.es,DE PERSONAS CON DISCAPACIDAD,BARRIO,6051,
ee0e95249268b86ff2053bef214bfeda,ASOCIACION  ESPAÑOLA DE EMPRESAS DE MENSAJERIA,"AVENIDA GENERAL PERON,25","PLANTA 8ª,PUERTA E",28020,MADRID,CUATRO CAMINOS,2022-01-25T00:00:00Z,915567685,aem@aem-aem.es,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",ESTATAL,69,
354ac345fd8c6d7ef634d9a8e3d47b83,ASOCIACION DE PRODUCTORES Y TEATROS DE MADRID -APTEM,"CALLE JUAN BRAVO,20",PISO 1º- IZQUIERDA (ENTREPLANTA),28006,MADRID,CASTELLANA,2022-01-25T00:00:00Z,914352068,info@aptem.es,www.aptem.es,CULTURALES Y CASAS REGIONALES,unknown,28,
5463b514e21fbd3fec3772fba142a46e,UNION DE ACTORES Y ACTRICES,"CALLE GRAN VIA,62","PLANTA 3ª,PUERTA IZQUIERDA",28013,MADRID,UNIVERSIDAD,2022-01-24T00:00:00Z,608451253,finanzas@uniondeactores.com,unknown,CULTURALES Y CASAS REGIONALES,ESTATAL,2510,
fb4c48608ce8825b558ccf07169a3421,PLATAFORMA CULTURAL-Ñ,"CALLE VIRTUDES,20","PLANTA BAJA,PUERTA 5",28010,MADRID,ALMAGRO,2022-02-02T00:00:00Z,667330345,africa.ruiz10@gmail.com,unknown,VECINALES,BARRIO,7,
fa8dbbcb682699544e4e8f2212115f73,ASOCIACION DE EMPRESARIAS Y EMPRESARIOS DEL COMERCIO DEL LIBRO DE MADRID ,"CALLE SANTIAGO RUSIÑOL,8",,28040,MADRID,CIUDAD UNIVERSITARIA,2022-07-02T00:00:00Z,915338836,info@libreriasdemadrid.es,www.libreriasdemadrid.es,CULTURALES Y CASAS REGIONALES,unknown,134,
3b9be7e15b46c42911f39a4a9e861022,ORGANIZACION SINDICAL DE ACCION DIRECTA,"CALLE RAFAEL SALAZAR ALONSO,7",LOCAL PUERTA IZQUIERDA,28007,MADRID,ESTRELLA,2022-02-18T00:00:00Z,722735984,organizacion@osad.es,www.osad.es,OTRAS DE ACCIÓN SOCIAL,ESTATAL,260,
02bf86214e264535e3412283e817deaa,REDES,"CALLE CARRERO JUAN RAMON,4",PLANTA BAJA,28025,MADRID,ABRANTES,2022-02-23T00:00:00Z,914624986,redes@redes.coop,unknown,FAMILIAS,DISTRITO,4,
3983e1512aa570c564fab522bdb3efa5,FEDERACION PROFESIONAL DEL TAXI DE MADRID,"CALLE PAYASO FOFO,24",,28018,MADRID,PALOMERAS BAJAS,2022-03-17T00:00:00Z,914777021,JULIOSANZ@FPTAXIMADRID.ES,www.fptaximadrid.es,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",COMUNIDAD DE MADRID,,
eca89c0554ce99eaf250504971789ede,PARROQUIA NUESTRA SEÑORA DE LORETO,"CALLE ALAS,21",,28042,MADRID,TIMON,2022-03-17T00:00:00Z,618175840,antoniomotriloar@hotmail.com,unknown,OTRAS DE ACCIÓN SOCIAL,BARRIO,4,
9ca8c9b0996bbf05ae7753d34667a6fd,AGRUPACION VECINAL OROTAVA CA,"CALLE MAZO,4",3º- PUERTA DERECHA,28017,MADRID,PUEBLO NUEVO,2022-03-29T00:00:00Z,605948150,avorotava@gmail.com,https://sites.google.com/view/avorotava/inicio?authuser=1,VECINALES,BARRIO,4,
5e02b868a91671f9140a41f3946f33cb,PLATAFORMA CONTRA LA CORRUPCION EN ADULTOS TUTELADOS,"CALLE DOCTOR CASAL,21",3º- IZQUIERDA,28008,MADRID,CASA DE CAMPO,2022-03-29T00:00:00Z,628439468,adultostutelados@gmail.com,unknown,FAMILIAS,unknown,4,
4ee78d4122ef8503fe01cdad3e9ea4ee,LLAVE 12,"CALLE BOTIJO,3",,28023,MADRID,ARAVACA,2022-04-21T00:00:00Z,609089235,frpcruz@telefonica.net,unknown,CULTURALES Y CASAS REGIONALES,unknown,10,
1b69ebedb522700034547abc5652ffac,ASOCIACION DE PROFESIONALES DE RADIO Y TELEVISION DE MADRID,"CALLE EVARISTO SAN MIGUEL,8",,28008,MADRID,ARGUELLES,2022-10-05T00:00:00Z,689522586,prensa@federacionartv.com,unknown,DE COMUNICACIÓN,COMUNIDAD DE MADRID,320,
a4d8e2a7e0d0c102339f97716d2fdfb6,PLATAFORMA DE AYUDA A LOS NECESITADOS DE ARGANZUELA,"PASEO SANTA MARIA DE LA CABEZA,92",1 º G- 28045- MADRID,28045,MADRID,ACACIAS,2022-06-13T00:00:00Z,622287078,luis.miguel.ibanez.bravo@hotmail.com,unknown,VECINALES,BARRIO,4,
f816dc0acface7498e10496222e9db10,QUEDAMOS A TOCAR,"CALLE SAN JUAN DE ORTEGA,10",PORTAL C,28050,MADRID,VALVERDE,2022-07-21T00:00:00Z,607963471,qatquedamosatocar@gmail.com,unknown,OTRAS DE ACCIÓN SOCIAL,BARRIO,4,
