id,type,name,address,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,internet,category,geographical_scope,asoc_totales,asoc_madrid,socios_madrid,num_affilitates,belongs_to
85d7d87cc5f90f03ccdc65b3d7764f7f,FEDERATION,FEDERACION MADRILEÑA DE MONTAÑISMO,"AVENIDA SALAS DE LOS INFANTES,1.0",5º PISO,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
449946f85d784075bcc445babdc23bfb,FEDERATION,PLATAFORMA DE ORGANIZACIONES DE INFANCIA DE LA COMUNIDAD - POI MADRID,"CALLE ESCOSURA,3.0",LOCAL 2,,MADRID,unknown,,G84727627,2021-02-10T22:00:00Z,915340143,poimadrid@plataformadeinfancia.org,http://www.poimadrid.org,INFANTILES,COMUNIDAD DE MADRID,27,27,160254, , 
9d35baf5b134d8ae4cb0ae9cf306abd3,FEDERATION,FEDERACION ESPAÑOLA DE TIRO CON ARCO,"CALLE ALTAMIRANO,30.0",,,MADRID,unknown,,Q2878039C,2021-02-07T22:00:00Z,619414033,rfeta@federarco.es,http://federarco.es,DEPORTIVAS,ESTATAL,0,0,0, , 
6706a0dc5551e076824685bf7bb28f6e,FEDERATION,FEDERACION MADRILEÑA DE PIRAGÜISMO,"CARRETERA EL PARDO,2.0",KM 1,,MADRID,unknown,,G79414611,2021-01-20T22:00:00Z,913950127,fmp@piraguamadrid.com,http://www.piraguamadrid.com,DEPORTIVAS,COMUNIDAD DE MADRID,17,17,6046, , 
d779e68ddc12c104c6a551c09d77bc54,FEDERATION,FEDERACION  DE ASOCIACIONES DE ASISTENCIA A VICTIMAS DE VIOLENCIA SEXUAL Y DE GENERO (FAMUVI),"AVENIDA REAL DE PINTO,26.0",1º - D,,MADRID,unknown,,G80271588,2021-01-19T22:00:00Z,636858923,gestioneconomica@stopviolenciasexual.org,http://www.stopviolenciasexual.org,FAMILIAS,ESTATAL,6,0,0, , 
d6d12fdf9559b5564a09dd26820c9113,FEDERATION,CONFEDERACION DE JUVENTUDES MUSICALES DE ESPAÑA,"CALLE ABDON TERRADAS,3.0",PUERTA IZQUIERDA,,MADRID,unknown,,G08490559,2020-08-26T20:00:00Z,629302595,info@jmspain.org,http://www.jmspain.org,CULTURALES Y CASAS REGIONALES,ESTATAL,115,1,470, , 
9f3d82b83348469d11d98824249d80b3,FEDERATION,FEDERACION ESPAÑOLA DE MUJERES DIRECTIVAS,,,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
4157d7b392381146f0d4e391d685b554,FEDERATION,FEDERACION EMPRESARIAL DE ASOCIACIONES TERRITORIALES DE AGENCIAS DE VIAJES ESPAÑOLAS - FETAVE,"CALLE MIGUEL ANGEL,1.0",PORTAL DUP PL BAJA,,MADRID,unknown,,G84563584,2020-07-23T20:00:00Z,600049413,fetave@fetave.es,Unkown,COMERCIANTES,unknown,unknown,unknown,unknown, , 
2b648ac3e1beaea793bf2ad6b3fab353,FEDERATION,FEDERACION CORAL DE MADRID,"CALLE GOYA,99.0",2º - DCHA.,28009,MADRID,unknown,,G78175999,2019-10-24T20:00:00Z,655690680,fecormad@fecormad.es,http://www.fecormad.es,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,116,85,2919, , 
4ed7a7ee221806e3080565eb3a979de0,FEDERATION,FEDERACION DE ASOCIACIONES PROTECTORAS Y DE DEFENSA ANIMAL DE LA COMUNIDAD DE MADRID,"CALLE DELFIN,13.0",3º A,28029,MADRID,unknown,,V84661164,2019-08-12T20:00:00Z,606994228,fapa@fapam.org,http://www.fapam.org,DE DEFENSA DE LOS ANIMALES,COMUNIDAD DE MADRID,15,15,2890, , 
26e0e97bc7151f4e933ff849d042a34a,FEDERATION,FEDERACION MADRILEÑA DE SALVAMENTO Y SOCORRISMO,"AVENIDA SALAS DE LOS INFANTES,1.0",4º,28034,MADRID,unknown,,G78420932,2019-08-12T20:00:00Z,650436842,gerente@fmss.es,http://www.fmss.es,DEPORTIVAS,COMUNIDAD DE MADRID,11,11,902, , 
2a58c9f9d6232305720aded87a0feee4,FEDERATION,FEDERACION ESPAÑOLA DE DAÑO CEREBRAL,"CALLE AGUSTIN DE BETANCOURT,21.0",PLANTA 8ª,28003,MADRID,RIOS ROSAS,,G41792284,2019-05-13T20:00:00Z,914178905,mbarbero@fedace.org,Unkown,DE PERSONAS CON DISCAPACIDAD,ESTATAL,46,4,520, , 
9ec6cae98d297782179b6fb40a890f30,FEDERATION,FEDERACION DE ASOCIACIONES DE ESCLEROSIS MULTIPLE DE MADRID (FADEMM),"CALLE SAN LAMBERTO,5.0",,28017,MADRID,unknown,,G83715474,2019-03-31T20:00:00Z,606053326,presidencia@fademm.org,Unkown,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,10,1,1086, , 
4f5c289613b089be1ceea8cc7498f12e,FEDERATION,FEDERACION MADRILEÑA DE KARATE Y DISCIPLINAS ASOCIADAS (DA),"CALLE ALBERCHE,21.0",,28007,MADRID,unknown,,G79206975,2019-01-30T22:00:00Z,915018144,info@fmkarate.com,http://fmkarate.com,DEPORTIVAS,COMUNIDAD DE MADRID,324,120,5203, , 
4bfd083f32bf31cad248e951920a8e50,FEDERATION,UNION DE ASOCIACIONES DE TETUAN MERCADO DE SAN ENRIQUE,"CALLE MERCEDES,6.0",,28020,MADRID,unknown,,unknown,2019-02-06T22:00:00Z,915705679,unionsanenrique@gmail.com,Unkown,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,8,8,13757, , 
af4142846e48c46b31a5783136178566,FEDERATION,UNION DE ASOCIACIONES FAMILIARES,"CALLE ALBERTO AGUILERA,3.0",PLANTA 1ª,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
676f586ec2f6e748c6821be0b9930b07,FEDERATION,CONFEDERACION NACIONAL DE CENTROS ESPECIALES DE EMPLEO - CONACEE,"PASEO CASTELLANA,135.0",PLANTA 7,28046,MADRID,CASTILLEJOS,,V62552781,2018-10-08T20:00:00Z,911262254,gerencia@conacee.org,www.conacee.org,OTRAS DE ACCIÓN SOCIAL,ESTATAL,17,1,52, , 
8131d7f0f1e4e88fe1a52b5c6b5de1f1,FEDERATION,FEDERACION DE ENTIDADES Y CENTROS PARA LA INTEGRACION Y AYUDA DE MARGINADOS - FACIAM,"CALLE VIA CARPETANA,47.0",,28047,MADRID,unknown,,G28697324,2018-10-08T20:00:00Z,915595923,faciam@faciam.org,Unkown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,9,7,10448, , 
f6c420a771c630060478e87edf09e4ad,FEDERATION,FED. DE COORD ASOC DE PERSONAS CON DISCAPACIDAD FISICA DE LAS COMU. AUT. DE ESPAÑA (FED. COAMIFICOA,"CALLE AZABACHE,1BIS",LOCAL 1,28019,MADRID,unknown,,G46942645,2018-04-16T20:00:00Z,913016048,COAMIFICOA@COAMIFICOA.ES,http://www.coamificoa.es,DE PERSONAS CON DISCAPACIDAD,ESTATAL,11,1,57, , 
7d5ba13217b9649878924f2b2d4b59bb,FEDERATION,AMISTAD INTERNACIONAL SCOUT Y GUIA -ESPAÑA,"CALLE ENTRE ARROYOS,19.0",PUERTA BIS,28030,MADRID,unknown,,G80782139,2018-04-24T20:00:00Z,629393387,secretaria@aisg.es,Unkown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,17,1,80, , 
66e4639ba94f19b38fc6f61024d2967a,FEDERATION,ASOCIACION RED MADRILEÑA DE LUCHA CONTRA LA POBREZA Y LA EXCLUSION SOCIAL (EAPN MADRID),"CALLE MELQUIADES BIENCINTO,7.0",PLANTA 3ª,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
3419d0a20ca440d08d376914ec3af896,FEDERATION,CONFEDERACION ESPAÑOLA DE INMIGRANTES EMPRENDEDORES-CEIN,"CALLE AMPARO USERA,9.0",,28026,MADRID,MOSCARDO,,G85978476,2017-08-08T20:00:00Z,629550411,confederaciones@yahoo.es,Unkown,DE INMIGRANTES,ESTATAL,5,5,3458, , 
5fde5f6a4a7c3d79162294fdd8392aed,FEDERATION,ASOCIACION DE EMPRESARIOS Y PROFESIONALES DE LA CARNE Y DERIVADOS CARNICOS DE LA COMUNIDAD DE MADRID-CARNIMAD,"CAÑOS ENRIQUE LARRETA,5.0",1º,28036,MADRID,unknown,,G28966430,2006-04-17T20:00:00Z,915471324,abogado@fedecarne.es,Unkown,COMERCIANTES,unknown,unknown,unknown,unknown, , 
1521dfe5fc0c6c6a9c8003d962c341ea,FEDERATION,FEDERACION NACIONAL DE ENFERMOS Y TRASPLANTADOS HEPATICOS,"CALLE SANTIAGO DE COMPOSTELA,38.0",7º,28034,MADRID,unknown,,V91391375,2017-05-18T20:00:00Z,675952767,secretaria@fneth.org,Unkown,DE SALUD Y APOYO MUTUO,ESTATAL,23,3,900, , 
47a9966932459abbb0242d435eec76bf,FEDERATION,COLEGAS-CONFEDERACION LGTB ESPAÑOLA,"CALLE ALAMO,5.0",BJ,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
655cb968a34a8b12b9f6eb9c23d500eb,FEDERATION,UNION MADRILEÑA DE ASOCIACIONES DE PERSONAS PRO SALUD MENTAL -UMASAM- FEDERACION SALUD MENTAL COMUNIDAD DE MADRID,"CALLE POETA ESTEBAN DE VILLEGAS,12.0",LOCAL BAJO IZQUIERDA,28014,MADRID,unknown,,G86653615,2017-05-09T20:00:00Z,915130243,coordinacion@saludmentalmadrid.org,http://www.saludmentalmadrid.org,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,17,9,1810, , 
a376809c02a30152e4d48d0d05259390,FEDERATION,FEDERACION INTERSECTORIAL DE AUTONOMOS DE LA COMUNIDAD DE MADRID (FIDACAM),"PASEO INFANTA ISABEL,17.0",LOCAL,28014,MADRID,unknown,,G80380595,2017-05-09T20:00:00Z,915775142,administracion@fidacam.com,http://www.fidacam.com,COMERCIANTES,unknown,unknown,unknown,unknown, , 
127dbedd0831e0316a0cb00dc9934623,FEDERATION,"PLATAFORMA ""KHETANE"" DEL MOVIMIENTO ASOCIATIVO GITANO DEL ESTADO ESPAÑOL","PLAZA LUCA DE TENA,2.0",BAJO LOCAL,28045,MADRID,PALOS DE MOGUER,,G86515087,2016-09-26T20:00:00Z,649548329,coordinacion@plataformakhetane.org,http://www.plataformakhetane.org,DE DERECHOS HUMANOS,ESTATAL,27,1,375, , 
8df5560b085e071c96b2f356cec9ad7b,FEDERATION,FEDERACION DE PLANIFICACION FAMILIAR ESTATAL,"CALLE SAN VICENTE FERRER,86.0",LOCAL BAJO,28015,MADRID,unknown,,V78419884,2017-04-20T20:00:00Z,915913449,info@fpfe.org,http://www.fpfe.org,DE SALUD Y APOYO MUTUO,ESTATAL,7,1,53, , 
4f3d421889671f2448af45dc4e1d9f47,FEDERATION,UNION DE ASOCIACIONES DE TRABAJADORES AUTONOMOS Y EMPRENDEDORES DE LA COMUNIDAD DE MADRID (UATAE MADRID),"CALLE GENERAL PALANCA,37.0",,28045,MADRID,DELICIAS,,G86249182,2017-04-20T20:00:00Z,915177375,bproyectos@uatae.org,www.uatae.org,COMERCIANTES,unknown,unknown,unknown,unknown, , 
fa719fbb83f12b51a76929f92cda16bf,FEDERATION,CIRCULO EMPRESARIAL DE ATENCION A LAS PERSONAS (CEAPS),"CALLE CASTELLO,95.0",2º B,28006,MADRID,unknown,,G87721593,2017-04-23T20:00:00Z,696656643,direccion@ceaps.org,Unkown,COMERCIANTES,unknown,unknown,unknown,unknown, , 
4a29657a3b3dff12cde60ae7f8260228,FEDERATION,COORDINADORA ASOCIACIONES CULTURALES DE MADRID - COACUM,"CALLE SANTA JULIA,11.0",,28053,MADRID,SAN DIEGO,,G79006672,1989-02-27T22:00:00Z,914773887,coacum@gmail.com,Unkown,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,18,7,1504, , 
d40195effa0b6d11fac7c4f719247675,FEDERATION,FEDERACION RED DE ARTEMISA,"CALLE MAESTRO ARBOS,3.0",5º DESPACHO 511,28045,MADRID,unknown,,G86219219,2016-09-28T20:00:00Z,917787432,coordinacion@redartemisa.org,Unkown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,6,6,1496, , 
820d007a983a2fd4f3a509a9f5558daf,FEDERATION,CONFEDERACION SALUD MENTAL ESPAÑA,"CALLE HERNANDEZ MAS,20.0",,28053,MADRID,ENTREVIAS,,G46245247,2016-09-04T20:00:00Z,915079248,confederacion@consaludmental.org,http://consaludmental.org,DE SALUD Y APOYO MUTUO,ESTATAL,300,21,3568, , 
0c10ee2a74fc5bd0028235c17d8c4300,FEDERATION,FEDERACION ESPAÑOLA DE LUPUS,"CALLE MORETO,7.0",5º DCHA.,28014,MADRID,unknown,,G29845096,2016-07-19T20:00:00Z,647081061,info@felupus.org,http://www.felupus.org,DE SALUD Y APOYO MUTUO,ESTATAL,22,1,400, , 
73dda09f7c2b960fb30fe03eac6dd6ca,FEDERATION,FEDERACION AUTISMO MADRID,"CALLE COSTA VERDE,1.0",,28029,MADRID,ALMENARA,,G82095456,2016-04-10T20:00:00Z,910133095,info@autismomadrid.es,http://www.autismomadrid.es,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,14,7,943, , 
5afaf1f7e2558837071aa89232cf078e,FEDERATION,"FAAM ""SINDICATO DE ESTUDIANTES""","CALLE ESCALONA,80.0",2ºC,28024,MADRID,ALUCHE,,G83303313,2016-02-07T22:00:00Z,605950727,sindicatoestudiantesmadrid@gmail.com,http://sindicatodeestudiantes.net,JUVENILES,COMUNIDAD DE MADRID,92,42,813, , 
d6332c598b9aab097f9d04bdd4bcc70c,FEDERATION,FEDERACION ESPAÑOLA DE ENFERMEDADES METABOLICAS HEREDITARIAS,"CALLE LUIS RUIZ,75.0",LOCAL 30,28017,MADRID,PUEBLO NUEVO,,G41429440,2015-09-01T20:00:00Z,626225611,federacion@metabolicos.es,http://www.metabolicos.es,DE SALUD Y APOYO MUTUO,ESTATAL,16,3,121, , 
665a6b7194eca4ed797cffbd578cab40,FEDERATION,FEDERACION MADRILEÑA DE DEPORTES PARA DISCAPACITADOS INTELECTUALES,"AVENIDA SALAS DE LOS INFANTES,1.0",,28034,MADRID,unknown,,G80830730,2015-04-20T20:00:00Z,913646344,gerencia@femaddi.org,http://www.femaddi.org,DEPORTIVAS,COMUNIDAD DE MADRID,54,27,1123, , 
d35047f46a71f8e1a49ff6ff9f5c1e1e,FEDERATION,FEDERACION ESPAÑOLA DE ASOCIACIONES DE ESPINA BIFIDA E HIDROCEFALIA,"CALLE PECHUAN,14.0",,28002,MADRID,CIUDAD JARDIN,,G28726792,2015-04-14T20:00:00Z,650394896,PRESIDENCIA@FEBHI.ORG,http://www.febhi.org,DE SALUD Y APOYO MUTUO,ESTATAL,18,1,351, , 
0d3e48590856a74757762b0e29871ee6,FEDERATION,FEDERACION  DE ASOCIACIONES DE MUJERES DE LA COMUNIDAD DE MADRID-FAMCM,"CALLE BRAVO MURILLO,4.0",LOCAL,28015,MADRID,TRAFALGAR,,G86535119,2015-03-10T22:00:00Z,914296241,f.asociacionesdemujerescm@gmail.com,http://www.federacionasociacionesdemujerescm.org,DE MUJERES,COMUNIDAD DE MADRID,13,9,1000, , 
0ac044766cad0ec44b6f9e90d0e62e1b,FEDERATION,FEDERACION ESPAÑOLA DEL PUEBLO GITANO,"CALLE RUIDERA,10.0",LOCAL A,28053,MADRID,unknown,,G87071676,2015-03-02T22:00:00Z,603165053,federacion.esppg@hotmail.com,Unkown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,4,2,315, , 
7150e143e1e0b729d2c1ac9486f57775,FEDERATION,ASOCIACION RED DE ONGD DE MADRID,"CALLE EMBAJADORES,26.0",LOCAL 4,28012,MADRID,unknown,,V81310278,2015-02-05T22:00:00Z,915288033,coordinacion@redongdmad.org,www.redongdmad.org,PARA LA COOPERACIÓN AL DESARROLLO,COMUNIDAD DE MADRID,95,90,785644, , 
501ba84c0f922d3b132560094dd7c9e3,FEDERATION,FEDERACION DE ASOCIACIONES BOLIVIANAS Y LATINOAMERICANAS (FEDABOL),"CALLE FRANCISCO RUIZ,9.0",BAJO,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
695aa4f43208602b769dff50f8c51c11,FEDERATION,CONFEDERACION DE ASOCIACIONES DE ENFERMOS DE CROHN Y COLITIS ULCEROSA DE ESPAÑA - ACCU ESPAÑA,"CALLE ENRIQUE TROMPETA,6.0",BAJO 1,28045,MADRID,CHOPERA,,G82047143,2014-03-04T22:00:00Z,915426326,accuesp@accuesp.com,http://www.accuesp.com,DE SALUD Y APOYO MUTUO,ESTATAL,33,1,716, , 
8c179c6f81fd069f260c01b308888d90,FEDERATION,LIGA REUMATOLOGICA ESPAÑOLA,,,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
faeb927b1e774027b99fc58cf3361592,FEDERATION,DOWN ESPAÑA - FEDERACION ESPAÑOLA DE INSTITUCIONES PARA EL SINDROME DE DOWN,"CALLE MACHAQUITO,58.0",BAJO,28043,MADRID,unknown,,G80245780,2013-11-10T22:00:00Z,917160710,downespana@sindromedown.net,http://www.sindromedown.net,DE SALUD Y APOYO MUTUO,ESTATAL,90,5,1108, , 
9be4a7a4045e172161e9cbda3c8d4792,FEDERATION,FEDERACION DE PERSONAS SORDAS DE LA COMUNIDAD DE MADRID - FESORCAM,"CALLE FLORESTAN AGUILAR,11.0",BAJO,28028,MADRID,GUINDALERA,,G78509288,2013-06-26T20:00:00Z,917253757,administracion2@fesorcam.org,http://WWW.fesorcam.org,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,10,2,380, , 
3e2c7948201bb1a828bb18f9435c1b87,FEDERATION,ASOCIACION MADRILEÑA DE ORGANIZACIONES DE ATENCION A LAS PERSONAS CON PARALISIS CEREBRAL Y AFINES (ASPACE MADRID),"CALLE TABATINGA,11.0",,28027,MADRID,EL SALVADOR,,G82633256,2013-01-22T22:00:00Z,670318674,proyectos@aspacemadrid.org,http://www.aspacemadrid.org,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,10,10,581, , 
4885ddee13c55058722962ddce9301ac,FEDERATION,ASOCIACION DE CLUBES DE PELOTA DE MADRID Y SIGLA - ACPM,"CALLE BENIDORM,28.0",PISO BAJO LETRA H,28017,MADRID,VENTAS,,G86519675,2012-12-04T22:00:00Z,913265350,ORTEGOCUESTA@GMAIL.COM,http://www.asociacioncpm.org,DEPORTIVAS,COMUNIDAD DE MADRID,3,2,45, , 
2f1a47a04c078ec1fe351efeb25702f1,FEDERATION,FEDERACION DE GRUPOS TRADICIONALES MADRILEÑOS,"CALLE SIERRA DE CONTRAVIESA,14.0",BAJO,28053,MADRID,ENTREVIAS,,G79307955,2012-11-25T22:00:00Z,669751037,federacion.grupos.tradicionales@gmail.com,http://www..federaciongrupostradicionalesmadrilenos.com,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,11,7,592, , 
50689bed818cf60c274348e4a7426432,FEDERATION,FEDERACION MADRILEÑA DE FOLCLORE,"AVENIDA CORDOBA,15.0",,28026,MADRID,unknown,,G82620667,2012-10-21T20:00:00Z,609143675,director@balletfolcloricodemadrid.es,Unkown,CULTURALES Y CASAS REGIONALES,ESTATAL,4,4,581, , 
3a405ccd2dc8afcce602e5097e7bc156,FEDERATION,FEDERACION ESPAÑOLA DE TRANSPLANTADOS DE CORAZON (FETCO),"CALLE CERRO BLANCO,14.0",LOCAL 19,28026,MADRID,unknown,,G81414328,2012-09-02T20:00:00Z,917510479,presidencia@fetco.es,http://www.fetco.es,DE SALUD Y APOYO MUTUO,ESTATAL,9,1,152, , 
b6a564f0e98894b91f39bed042c29de4,FEDERATION,CONFEDERACION DE ASOCIACIONES INDEPENDIENTES DE JUBILADOS,,,,MADRID,unknown,,unknown,unknown,unknown,unknown,Unkown,Unkwon,unknown,unknown,unknown,unknown, , 
